contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
060140007348/230101/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Автодом Костанай""'}";Услуги по гарантийному техническому обслуживанию автомобиля;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;143584.00;{'nameRu': 'Услуга'}
060140007348/230100/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Dias Profit""'}";Выключатели;{'nameRu': 'Запрос ценовых предложений'};0.00;14806.40;{'nameRu': 'Товар'}
060140007348/230099/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};Хозяйственные материалы (розетки и выключатели)/;{'nameRu': 'Запрос ценовых предложений'};0.00;8925.00;{'nameRu': 'Товар'}
060140007348/230098/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};Лампа светодиодная;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;10000.00;{'nameRu': 'Товар'}
060140007348/230097/00;{'nameRu': 'ИП БУЛЮХИНА ГАЛИНА АНАТОЛЬЕВНА'};Услуги по изготовлению грамот;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;200000.00;{'nameRu': 'Услуга'}
060140007348/230096/00;{'nameRu': 'ЖолАрыс'};Шина зимняя шипованная в комплекте с дисками;{'nameRu': 'Запрос ценовых предложений'};0.00;583275.84;{'nameRu': 'Товар'}
060140007348/230094/00;"{'nameRu': 'ИП ""TIME""'}";Мотоцикл кроссовый спортивный 65;{'nameRu': 'Запрос ценовых предложений'};0.00;2450000.00;{'nameRu': 'Товар'}
060140007348/230093/00;"{'nameRu': 'ИП ""TIME""'}";Мотоцикл кроссовый спортивный 85;{'nameRu': 'Запрос ценовых предложений'};0.00;3000000.00;{'nameRu': 'Товар'}
060140007348/230092/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-92 (талоны или смарт-карты);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;307485.00;{'nameRu': 'Товар'}
060140007348/230091/00;{'nameRu': 'ИП Кланова Жанаргуль Даулетовна'};"Услуга по замене  видеокамеры уличной ,
   внутренней, коммутатора сетевого и  жесткого  диска.";{'nameRu': 'Запрос ценовых предложений'};0.00;198000.00;{'nameRu': 'Услуга'}
060140007348/230090/00;"{'nameRu': 'ТОО ""AKHMETZHANOV GROUP""'}";Матрас  резиновый, надувной;{'nameRu': 'Запрос ценовых предложений'};0.00;540000.00;{'nameRu': 'Товар'}
060140007348/230089/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};Ручка канцелярская;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;732.00;{'nameRu': 'Товар'}
060140007348/230088/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};Карандаш;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;624.00;{'nameRu': 'Товар'}
060140007348/230087/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};Клей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;224.00;{'nameRu': 'Товар'}
060140007348/230086/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};Скоба для канцелярских целей, проволочная;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;684.00;{'nameRu': 'Товар'}
060140007348/230085/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};Штрих -корректор с кисточкой;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;675.00;{'nameRu': 'Товар'}
060140007348/230084/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};ластик мягкий;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;210.00;{'nameRu': 'Товар'}
060140007348/230083/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};ножницы канцелярские;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;519.00;{'nameRu': 'Товар'}
060140007348/230082/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};ежедневник;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;4728.00;{'nameRu': 'Товар'}
060140007348/230081/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};Стикер бумажный, для заметок;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1080.00;{'nameRu': 'Товар'}
060140007348/230080/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};степлер канцелярский;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;2382.00;{'nameRu': 'Товар'}
060140007348/230079/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};Скрепки металические;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;606.00;{'nameRu': 'Товар'}
060140007348/230078/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};папка регистратор;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;2331.00;{'nameRu': 'Товар'}
060140007348/230077/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};Папка скоросшиватель;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;3150.00;{'nameRu': 'Товар'}
060140007348/230076/00;{'nameRu': 'ИП ФЕДИНА НАТАЛЬЯ АНАТОЛЬЕВНА'};Порошок стиральный;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;4140.00;{'nameRu': 'Товар'}
