contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
970140002743/230134/00;"{'nameRu': 'ТОО ""БастауСтройИнвест""'}";Работы по изготовлению деревянных штакетников;{'nameRu': 'Запрос ценовых предложений'};0.00;550000.00;{'nameRu': 'Работа'}
970140002743/230133/00;"{'nameRu': 'ИП ""Ерсайын""'}";Работы по изготовлению дорожных знаков;{'nameRu': 'Запрос ценовых предложений'};0.00;332000.00;{'nameRu': 'Работа'}
970140002743/230132/00;{'nameRu': 'ИП Кузнецов К.П.'};Бензонасос на легковой автомобиль;{'nameRu': 'Запрос ценовых предложений'};0.00;11929.00;{'nameRu': 'Товар'}
970140002743/230131/00;{'nameRu': 'ИП Кузнецов К.П.'};Аккумулятор стартерный, напряжение 12 В, емкость 61-62 А/ч, свинцово-кислотный;{'nameRu': 'Запрос ценовых предложений'};0.00;20000.00;{'nameRu': 'Товар'}
970140002743/230130/00;"{'nameRu': 'ТОО ""Samruk Tekstil""'}";Государственный Флаг РК, 2*4 м;{'nameRu': 'Запрос ценовых предложений'};0.00;32457.60;{'nameRu': 'Товар'}
970140002743/230048/01;"{'nameRu': 'Товарищество с ограниченной ответственностью ""ГАРАНТ СТРОЙ 2050""'}";Профилировка автомобильных дорог;{'nameRu': 'Запрос ценовых предложений'};1150000.00;1649000.00;{'nameRu': 'Работа'}
970140002743/230119/01;"{'nameRu': 'ТОО ""ВАН""'}";Средний ремонт улицы Жеңіс, улицы Турсынбай батыра, улицы Чигадаева, улицы Абая, улицы Омская, улицы Бексултанова в с. Боровское Мендыкаринского района Костанайской области;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;258848800.00;{'nameRu': 'Работа'}
970140002743/230128/00;"{'nameRu': 'ТОО ""АЗИЯ-Серт""'}";Услуги по техническому надзору среднего ремонта улицы Жеңіс, улицы Турсынбай Батыра, улицы Чигадаева, улицы Абая, улицы Омская, улицы Бексултанова в селе Боровское Мендыкаринского района Костанайской области;{'nameRu': 'Открытый конкурс'};0.00;6755971.82;{'nameRu': 'Услуга'}
970140002743/230127/00;{'nameRu': 'AZIA Market'};Ямочный ремонт дорог в селе Боровское/;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1499999.00;{'nameRu': 'Работа'}
970140002743/230126/00;"{'nameRu': 'ТОО ""ЭПК-forfait"" (ЭПК-форфайт)'}";Уличное освещение от перекрестка Бексултанова-ул. Павлова до перекрестка ул. Бексултанова - ул. Чкалова п. Боровское Мендыкаринского района/;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1502786.99;{'nameRu': 'Работа'}
970140002743/230125/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Изготовление идентификационного документа на земельный участок;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;15453.73;{'nameRu': 'Работа'}
970140002743/230124/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Определение кадастровой (оценочной) стоимости;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;21987.54;{'nameRu': 'Работа'}
970140002743/230109/01;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Energy Light Way""'}";Работы по замене светильников уличного освещения с.Боровское;{'nameRu': 'Запрос ценовых предложений'};2044700.00;7023900.00;{'nameRu': 'Работа'}
970140002743/230123/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Изготовление идентификационного документа на земельный участок;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;15453.73;{'nameRu': 'Работа'}
970140002743/230122/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Определение кадастровой (оценочной) стоимости;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;21987.54;{'nameRu': 'Работа'}
