contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
050240003042/230036/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин для двигателей с искровым зажиганием;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;272714.70;{'nameRu': 'Товар'}
050240003042/230035/00;{'nameRu': 'ИП Нуримов'};Известь негашеная, 1 сорт, комовая, кальциевая, быстрогасящаяся;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;10500.00;{'nameRu': 'Товар'}
050240003042/230034/00;{'nameRu': 'ИП АПСАТАРОВ ЕРКИН ХАЛЫКОВИЧ'};Работы по изготовлению уличной лавочки;{'nameRu': 'Запрос ценовых предложений'};0.00;200000.00;{'nameRu': 'Работа'}
050240003042/230033/00;{'nameRu': 'ИП BEREKE'};Работы по изготовлению и установке детского игрового оборудования;{'nameRu': 'Запрос ценовых предложений'};0.00;169999.00;{'nameRu': 'Работа'}
050240003042/230032/00;"{'nameRu': 'ТОО ""Smart building""'}";Работы по разработке/рассчету/составлению проектно-сметной документации;{'nameRu': 'Запрос ценовых предложений'};0.00;70560.00;{'nameRu': 'Работа'}
050240003042/230031/01;"{'nameRu': 'ИП""ДаКаР""'}";Работы по изготовлению стендов/табличек/надписей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;175000.00;{'nameRu': 'Работа'}
050240003042/230031/00;"{'nameRu': 'ИП""ДаКаР""'}";Работы по изготовлению и установке стендов/табличек/надписей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;196000.00;{'nameRu': 'Работа'}
050240003042/230030/00;"{'nameRu': 'ТОО ""Приора""'}";Работы по разработке/рассчету/составлению проектно-сметной документации;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;40000.00;{'nameRu': 'Работа'}
050240003042/230029/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Услуги по экспертизе/анализу/проверке документации;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;449301.00;{'nameRu': 'Услуга'}
050240003042/230028/00;"{'nameRu': 'ТОО ""Редакция Карасуской районной газеты ""Қарасу өңірі""'}";Услуги по подготовке информационных материалов и публикации/размещению в средствах массовой информации;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;31000.00;{'nameRu': 'Услуга'}
