contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
060140005936/230071/00;"{'nameRu': 'ТОО ""SENIM KST""'}";Землеустроительные и земельно-кадастровые работы;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;55000.00;{'nameRu': 'Работа'}
060140005936/230070/00;"{'nameRu': 'ТОО ""Каз эксперт консалтинг""'}";Услуги по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;37000.00;{'nameRu': 'Услуга'}
060140005936/230069/00;"{'nameRu': 'ТОО ""Каз эксперт консалтинг""'}";Услуга по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;67000.00;{'nameRu': 'Услуга'}
060140005936/230068/00;"{'nameRu': 'ТОО ""Каз эксперт консалтинг""'}";Услуга по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;57000.00;{'nameRu': 'Услуга'}
060140005936/230067/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Колёса-Люкс""'}";Зимняя шина;{'nameRu': 'Запрос ценовых предложений'};0.00;81600.00;{'nameRu': 'Товар'}
060140005936/230058/01;"{'nameRu': 'ТОО ""Asia Consalting""'}";услуги по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;80000.00;{'nameRu': 'Услуга'}
060140005936/230066/00;{'nameRu': 'ИП Bella Ciao'};Приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;2796.00;{'nameRu': 'Товар'}
060140005936/230065/00;"{'nameRu': 'ТОО ""КанцЦентр""'}";Приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};860.00;963.20;{'nameRu': 'Товар'}
060140005936/230064/00;{'nameRu': 'ИП МОРОЗОВА ЕЛЕНА ВИКТОРОВНА'};канцелярские товары;{'nameRu': 'Запрос ценовых предложений'};28000.00;28000.00;{'nameRu': 'Товар'}
060140005936/230063/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Dias Profit""'}";канцелярские товары;{'nameRu': 'Запрос ценовых предложений'};0.00;1164.80;{'nameRu': 'Товар'}
060140005936/230062/00;"{'nameRu': 'ТОО ""КанцЦентр""'}";Канцелярские товары;{'nameRu': 'Запрос ценовых предложений'};1300.00;1456.00;{'nameRu': 'Товар'}
060140005936/230061/00;"{'nameRu': 'ТОО ""Казах Кенсе""'}";Канцелярские товары;{'nameRu': 'Запрос ценовых предложений'};6434.00;7206.08;{'nameRu': 'Товар'}
060140005936/230060/00;"{'nameRu': 'ТОО ""Каз эксперт консалтинг""'}";Услуги по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;71000.00;{'nameRu': 'Услуга'}
060140005936/230059/00;"{'nameRu': 'ТОО ""Каз эксперт консалтинг""'}";Услуги по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;71000.00;{'nameRu': 'Услуга'}
060140005936/230058/00;"{'nameRu': 'ТОО ""Asia Consalting""'}";Услуги по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;80000.00;{'nameRu': 'Услуга'}
060140005936/230057/00;"{'nameRu': 'ТОО ""Kazakhstan Appraisal""'}";Услуги по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;56500.00;{'nameRu': 'Услуга'}
060140005936/230056/00;"{'nameRu': 'ТОО ""Kazakhstan Appraisal""'}";Услуги по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;56500.00;{'nameRu': 'Услуга'}
060140005936/230055/00;"{'nameRu': 'ТОО ""Каз эксперт консалтинг""'}";Услуги по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;63000.00;{'nameRu': 'Услуга'}
060140005936/230054/00;{'nameRu': 'ИП Беркимбаева М.К.'};Услуги по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};35000.00;35000.00;{'nameRu': 'Услуга'}
060140005936/230053/00;"{'nameRu': 'ТОО ""Kazakhstan Appraisal""'}";Услуги по оценке недвижимого имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;64900.00;{'nameRu': 'Услуга'}
060140005936/230052/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Редакция региональной общественно-политической газеты ARNA news""'}";Услуги по подготовке информационных материалов и публикации/размещению в средствах массовой информации;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};279920.00;1000000.00;{'nameRu': 'Услуга'}
060140005936/230051/00;{'nameRu': 'ИП УТЕПОВ Т.Х.'};Работы по ремонту/модернизации компьютерной/периферийной оргтехники/оборудования;{'nameRu': 'Запрос ценовых предложений'};37000.00;37000.00;{'nameRu': 'Работа'}
060140005936/230050/00;"{'nameRu': 'ТОО ""SENIM KST""'}";Землеустроительные и земельно-кадастровые работы;{'nameRu': 'Запрос ценовых предложений'};450000.00;450000.00;{'nameRu': 'Работа'}
060140005936/230049/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Определение кадастровой (оценочной) стоимости земельного участка;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;43975.05;{'nameRu': 'Работа'}
060140005936/230048/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Определение кадастровой (оценочной) стоимости земельного участка;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;24186.28;{'nameRu': 'Работа'}
060140005936/230047/00;"{'nameRu': 'ТОО ""APPRAISER KST""'}";Услуги по оценке недвижимого имущества;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};28000.00;28000.00;{'nameRu': 'Услуга'}
