contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
970140003662/230098/01;{'nameRu': 'РГКП «Академия государственного управления при Президенте Республики Казахстан»'};семинар по госуслугам;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;32080.00;{'nameRu': 'Услуга'}
970140003662/230008/01;"{'nameRu': 'ПрК ""СКАЗКА""'}";Услуги по обеспечению питанием учащихся государственных общеобразовательных школ;{'nameRu': 'Из одного источника путем прямого заключения договора по питанию обучающихся'};2386607.14;10861200.00;{'nameRu': 'Услуга'}
970140003662/230125/00;"{'nameRu': 'ТОО ""TechVendo""'}";Приобретение моноблоков;{'nameRu': 'Электронный магазин'};1060425.84;1187676.94;{'nameRu': 'Товар'}
970140003662/230123/01;"{'nameRu': 'ТОО ""T9.kz""'}";Приобретение интерактивных панелей;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};3000000.00;3360000.00;{'nameRu': 'Товар'}
970140003662/230124/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Экспресс - Пресса""'}";Издание печатное;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;17360.00;{'nameRu': 'Товар'}
970140003662/230123/00;"{'nameRu': 'ТОО ""T9.kz""'}";Приобретение интерактивных панелей;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};0.00;3360000.00;{'nameRu': 'Товар'}
970140003662/230122/00;"{'nameRu': 'ИП  ""Посудно -скобяная лавка""'}";фум лента;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};2600.00;2600.00;{'nameRu': 'Товар'}
970140003662/230121/00;"{'nameRu': 'ИП  ""Посудно -скобяная лавка""'}";донный клапан и вд;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};6470.00;6470.00;{'nameRu': 'Товар'}
970140003662/230120/00;{'nameRu': 'БЕРНИК ВИТАЛИЙ ВИКТОРОВИЧ'};Сантехнические товары;{'nameRu': 'Запрос ценовых предложений'};8480.00;9497.60;{'nameRu': 'Товар'}
970140003662/230119/00;{'nameRu': 'ИП ЖАГИПАРОВА АЛТЫН КОНКАЕВНА'};Приобретение крана шарового;{'nameRu': 'Запрос ценовых предложений'};10510.00;10510.00;{'nameRu': 'Товар'}
970140003662/230118/00;{'nameRu': 'ИП КУЛИКОВСКАЯ ИРИНА ПЕТРОВНА'};Приобретение цемента;{'nameRu': 'Запрос ценовых предложений'};17125.00;17125.00;{'nameRu': 'Товар'}
970140003662/230117/00;{'nameRu': 'ИП Даулет'};Cантенхнические товары;{'nameRu': 'Запрос ценовых предложений'};35560.00;35560.00;{'nameRu': 'Товар'}
970140003662/230115/00;"{'nameRu': 'ИП ""Бондарева""'}";Сантехнические товары;{'nameRu': 'Запрос ценовых предложений'};12380.00;13865.60;{'nameRu': 'Товар'}
970140003662/230114/00;{'nameRu': 'ИП Ai-Ali'};Приобретение канцелярских товаров;{'nameRu': 'Запрос ценовых предложений'};161464.00;161464.00;{'nameRu': 'Товар'}
970140003662/230113/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""TULPAR trader""'}";Кран шаровой;{'nameRu': 'Электронный магазин'};22980.00;22980.00;{'nameRu': 'Товар'}
970140003662/230112/00;{'nameRu': 'ИП Әзімхан'};Пена монтажная;{'nameRu': 'Электронный магазин'};44400.00;44400.00;{'nameRu': 'Товар'}
970140003662/230111/00;{'nameRu': 'ИП КУЛИКОВСКАЯ ИРИНА ПЕТРОВНА'};Грунт;{'nameRu': 'Электронный магазин'};11600.00;11600.00;{'nameRu': 'Товар'}
970140003662/230110/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Таканов""'}";Клей плиточный;{'nameRu': 'Электронный магазин'};12000.00;12000.00;{'nameRu': 'Товар'}
970140003662/230109/00;{'nameRu': 'MEDEX'};Приобретение смесителей;{'nameRu': 'Электронный магазин'};105780.00;105780.00;{'nameRu': 'Товар'}
