contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
510640000017/230224/00;{'nameRu': 'ИП Нурбаев'};Антенна для ворот;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;22500.00;{'nameRu': 'Товар'}
510640000017/230223/00;{'nameRu': 'ИП Родничок'};Журналы;{'nameRu': 'Электронный магазин'};0.00;15780.00;{'nameRu': 'Товар'}
510640000017/230222/00;{'nameRu': 'ИП ERKE'};Журналы;{'nameRu': 'Электронный магазин'};0.00;10480.00;{'nameRu': 'Товар'}
510640000017/230221/00;{'nameRu': 'ИП Косанова'};Саморезы;{'nameRu': 'Запрос ценовых предложений'};0.00;11975.00;{'nameRu': 'Товар'}
510640000017/230220/00;"{'nameRu': 'ТОО ""Костанайский печатный двор""'}";бланки;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;6000.00;{'nameRu': 'Товар'}
510640000017/230219/00;{'nameRu': 'ИП Ножина Ильгиза Анатольевна'};Услуги по предоставлению доступа к информационным ресурсам;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;130000.00;{'nameRu': 'Услуга'}
510640000017/230218/00;{'nameRu': 'ИП Arsenal'};замок;{'nameRu': 'Запрос ценовых предложений'};0.00;79540.00;{'nameRu': 'Товар'}
510640000017/230217/00;{'nameRu': 'ИП ЕСЕНАМАН'};Замок;{'nameRu': 'Запрос ценовых предложений'};0.00;126900.00;{'nameRu': 'Товар'}
510640000017/230216/00;{'nameRu': 'ИП STAR'};Кабель;{'nameRu': 'Запрос ценовых предложений'};0.00;90650.00;{'nameRu': 'Товар'}
510640000017/230215/00;"{'nameRu': 'ИП ""Северстрой""'}";Чугунные батареи отопления;{'nameRu': 'Запрос ценовых предложений'};0.00;240000.00;{'nameRu': 'Товар'}
510640000017/230214/00;{'nameRu': 'ИП НАУРУЗБАЕВА ДАРИЯ КУЛТАЕВНА'};приобретение тетрадей;{'nameRu': 'Запрос ценовых предложений'};0.00;29066.00;{'nameRu': 'Товар'}
510640000017/230213/00;"{'nameRu': 'ТОО ""АТА-COMPANY""'}";Услуги охраны объекта расположенного по адресу г.Костанай, ул. Я. Гашека,2;{'nameRu': 'Запрос ценовых предложений'};0.00;1200000.00;{'nameRu': 'Услуга'}
510640000017/230212/00;{'nameRu': 'ИП АМИНА'};Отмывка окон от цементного раствора на высоте свыше 3-х метров с применением АГВ;{'nameRu': 'Запрос ценовых предложений'};0.00;388888.00;{'nameRu': 'Работа'}
