contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
030640003685/230020/00;"{'nameRu': 'ТОО ""Костанайнефтепродукт""'}";Приобретение топлива, горюче-смазочных материалов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;379250.00;{'nameRu': 'Товар'}
030640003685/230019/00;{'nameRu': 'Alimax'};Ноутбук;{'nameRu': 'Запрос ценовых предложений'};0.00;217000.00;{'nameRu': 'Товар'}
030640003685/230018/00;"{'nameRu': 'КГП ""Костанайюжэлектросервис"" Управления энергетики и жилищно-коммунального хозяйства акимата Костанайской области""'}";Техническое обслуживание уличного освещения с.Уштогай;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;100000.00;{'nameRu': 'Услуга'}
030640003685/230017/00;"{'nameRu': 'Костанайский филиал Акционерного общества ""Страховая компания ""Виктория""'}";Автострахование;{'nameRu': 'Запрос ценовых предложений'};0.00;28210.94;{'nameRu': 'Услуга'}
030640003685/230016/00;"{'nameRu': 'ТОО ""БН-Энерго""'}";Таймер электронный ТЭ-15 TDM;{'nameRu': 'Запрос ценовых предложений'};0.00;24888.64;{'nameRu': 'Товар'}
030640003685/230015/00;"{'nameRu': 'ТОО ""Euro-Asia Consulting""'}";Услуга по обеспечению участия в мероприятиях;{'nameRu': 'Запрос ценовых предложений'};0.00;24000.00;{'nameRu': 'Услуга'}
030640003685/230014/00;{'nameRu': 'ип Шолпан'};Услуги по заправке картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;36000.00;{'nameRu': 'Услуга'}
030640003685/230013/00;{'nameRu': 'ип Шолпан'};Ремонт оргтехники;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;45000.00;{'nameRu': 'Работа'}
030640003685/230012/00;"{'nameRu': 'ТОО ""БН-Энерго""'}";Лампа уличного освещения LED WOLTA 25 WHP60E27/60;{'nameRu': 'Запрос ценовых предложений'};0.00;35840.00;{'nameRu': 'Товар'}
030640003685/230011/00;"{'nameRu': 'АО ""Информационно-учетный центр""'}";Услуги по обеспечению бесперебойного доступа к данным реестра государственного имущества;{'nameRu': 'Из одного источника путем прямого заключения договора'};41400.00;48300.00;{'nameRu': 'Услуга'}
030640003685/230004/01;"{'nameRu': 'АО ""Информационно-учетный центр""'}";Услуги по обеспечению бесперебойного доступа к данным реестра государственного имущества;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;48300.00;{'nameRu': 'Услуга'}
030640003685/230010/00;{'nameRu': 'ИП АДИНА'};Бумага А4 для офисного оборудования.;{'nameRu': 'Запрос ценовых предложений'};26780.00;26780.00;{'nameRu': 'Товар'}
030640003685/230009/00;"{'nameRu': 'ТОО ""Костанайнефтепродукт""'}";Приобретение топлива, горюче-смазочных материалов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;308550.00;{'nameRu': 'Товар'}
030640003685/230008/00;{'nameRu': 'ИП ЖАПАРОВА А.А.'};ИТС (1С Програмного продукция);{'nameRu': 'Запрос ценовых предложений'};0.00;90000.00;{'nameRu': 'Услуга'}
030640003685/230007/00;{'nameRu': 'ИП ЖАПАРОВА А.А.'};Обслуживание программного продукта 1С: Предприятие;{'nameRu': 'Запрос ценовых предложений'};117000.00;156000.00;{'nameRu': 'Услуга'}
030640003685/230006/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;57173.76;{'nameRu': 'Услуга'}
030640003685/230005/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""KAZOPTICLINK""'}";Услуги спутниковой связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;644000.00;{'nameRu': 'Услуга'}
030640003685/230004/00;"{'nameRu': 'АО ""Информационно-учетный центр""'}";Услуги по обеспечению бесперебойного доступа к данным реестра государственного имущества;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;48300.00;{'nameRu': 'Услуга'}
030640003685/230003/00;"{'nameRu': 'КГП ""Костанайюжэлектросервис"" Управления энергетики и жилищно-коммунального хозяйства акимата Костанайской области""'}";Освещения улиц;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;170000.00;{'nameRu': 'Услуга'}
030640003685/230002/00;"{'nameRu': 'КГП ""Костанайюжэлектросервис"" Управления энергетики и жилищно-коммунального хозяйства акимата Костанайской области""'}";Электроэнергия;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;200000.00;{'nameRu': 'Услуга'}
030640003685/230001/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Парус-КАЗ""'}";"Обслуживание программного продукта &quot;Парус-Каз.Бюджет&quot; (Бюджетное финансирование МСУ)";{'nameRu': 'Из одного источника путем прямого заключения договора'};189891.96;283572.00;{'nameRu': 'Услуга'}
