contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
050140005072/230052/00;"{'nameRu': 'ИП  ""МҰРСАЛБЕКОВ НҰРМАХАНБЕТ""'}";Оплата прочих работ и услуг(изготовление баннера ко Дню Республики);{'nameRu': 'Запрос ценовых предложений'};0.00;13000.00;{'nameRu': 'Работа'}
050140005072/230051/00;"{'nameRu': 'ИП индивидуальный предприниматель ""ЧУДРА ОКСАНА АНАТОЛЬЕВНА""'}";Оплата прочих работ и услуг( ремонт служебного автомобиля);{'nameRu': 'Запрос ценовых предложений'};0.00;180000.00;{'nameRu': 'Работа'}
050140005072/230050/00;{'nameRu': 'ИП Алина'};Приобретение прочих запасов (ежедневник);{'nameRu': 'Запрос ценовых предложений'};0.00;8200.00;{'nameRu': 'Товар'}
050140005072/230049/00;"{'nameRu': 'ТОО ""Костанайнефтепродукт""'}";Приобретение горюче-смазочных материалов(бензин Аи-92 талоны);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;148596.00;{'nameRu': 'Товар'}
050140005072/230048/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Учебный центр ""SGK KZ""'}";Оплата прочих работ и услуг(обучение сотрудника);{'nameRu': 'Из одного источника путем прямого заключения договора'};70000.00;70000.00;{'nameRu': 'Услуга'}
050140005072/230035/01;"{'nameRu': 'ТОО ""MIR-Trade""'}";оплата прочих работ и услуг(брокерские услуги);{'nameRu': 'Запрос ценовых предложений'};1.00;1.00;{'nameRu': 'Услуга'}
050140005072/230047/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Черниговское""'}";Зимнее содержание дорог  (очистка внутрипоселковых дорог от снега);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;599999.68;{'nameRu': 'Работа'}
050140005072/230046/00;"{'nameRu': 'Индивидуальный предприниматель ""ЛЫФАРЬ АЛЕКСАНДР ВЛАДИМИРОВИЧ ""'}";Оплат прочих работ и услуг( заправка картриджа);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;42000.00;{'nameRu': 'Услуга'}
050140005072/230045/00;{'nameRu': 'ИП ЗАКАРИЯНОВ'};Приобретение мобильного планшета с стилиусом для работы в ЕРАП;{'nameRu': 'Запрос ценовых предложений'};70000.00;70000.00;{'nameRu': 'Товар'}
050140005072/230044/00;"{'nameRu': 'ТОО ""Костанайский ЭнергоЦентр""'}";Оплата коммунальных услуг(электроэнергия уличное освещение);{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;174358.46;{'nameRu': 'Товар'}
050140005072/230043/00;"{'nameRu': 'ИП индивидуальный предприниматель ""ЧУДРА ОКСАНА АНАТОЛЬЕВНА""'}";Приобретнеи прочих запасов (аккумулятор);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;27950.00;{'nameRu': 'Товар'}
050140005072/230042/00;"{'nameRu': 'ИП  ""МҰРСАЛБЕКОВ НҰРМАХАНБЕТ""'}";Оплата прочих работ и услуг(изготовление баннера);{'nameRu': 'Запрос ценовых предложений'};22000.00;22000.00;{'nameRu': 'Услуга'}
050140005072/230041/00;"{'nameRu': 'ТОО ""Антрацит-Кост""'}";Приобретение горюче-смазочных материало(уголь);{'nameRu': 'Через товарные биржи'};0.00;350000.00;{'nameRu': 'Товар'}
