contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
970240002579/230141/00;{'nameRu': 'COLOR PRINT KAZJET'};Печать листов A-4 бланки цветные;{'nameRu': 'Запрос ценовых предложений'};0.00;123456.00;{'nameRu': 'Услуга'}
970240002579/230138/00;{'nameRu': 'DAMU'};замок дверной;{'nameRu': 'Запрос ценовых предложений'};0.00;61800.00;{'nameRu': 'Товар'}
970240002579/230137/00;"{'nameRu': 'ТОО ""Металлоавтоматика""'}";Сварочно-монтажные работы, демонтажные работы.;{'nameRu': 'Запрос ценовых предложений'};0.00;279997.00;{'nameRu': 'Работа'}
970240002579/230135/00;"{'nameRu': 'ТОО ""ГБР Арыстан""'}";хозяйственные товары;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;13440.00;{'nameRu': 'Товар'}
970240002579/230001/02;"{'nameRu': 'Товарищество с ограниченной ответственностью ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЭКОС""'}";Затраты на обеспечение питания в школе для детей из малообеспеченных семей (комплексные обеды);{'nameRu': 'Из одного источника путем прямого заключения договора по питанию обучающихся'};5843379.47;16630406.02;{'nameRu': 'Услуга'}
970240002579/230134/00;{'nameRu': 'ИП НАУРУЗБАЕВА ДАРИЯ КУЛТАЕВНА'};хозяйственные материалы;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;5712.00;{'nameRu': 'Товар'}
970240002579/230133/00;"{'nameRu': 'ТОО ""VkoNurTal""'}";хозяйственные материалы;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;4800.00;{'nameRu': 'Товар'}
970240002579/230132/00;{'nameRu': 'ИП ФЕДИН СЕРГЕЙ НИКОЛАЕВИЧ'};хозяйственные материалы;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;38080.00;{'nameRu': 'Товар'}
970240002579/230131/00;{'nameRu': 'Aish'};хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;13600.00;{'nameRu': 'Товар'}
970240002579/230130/00;"{'nameRu': 'ИП ""ДЖАЛИЛОВ""'}";хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;26340.00;{'nameRu': 'Товар'}
970240002579/230129/00;{'nameRu': 'ИП ЖЕЛЬМАЯ'};хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;13200.00;{'nameRu': 'Товар'}
970240002579/230128/00;{'nameRu': 'ИП Левицкий МА'};хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;382275.00;{'nameRu': 'Товар'}
970240002579/230127/00;{'nameRu': 'БЕРНИК ВИТАЛИЙ ВИКТОРОВИЧ'};хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;7145.60;{'nameRu': 'Товар'}
970240002579/230126/00;{'nameRu': 'ИП БЕРНИК ВИКТОР ЧЕСЛАВОВИЧ'};хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;7515.20;{'nameRu': 'Товар'}
970240002579/230125/00;"{'nameRu': 'ИП ""Бондарева""'}";хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;99008.00;{'nameRu': 'Товар'}
970240002579/230124/00;"{'nameRu': 'ТОО ""VkoNurTal""'}";хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;5354.00;{'nameRu': 'Товар'}
970240002579/230123/00;{'nameRu': 'Электрокомплект'};хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;123100.00;{'nameRu': 'Товар'}
970240002579/230122/00;{'nameRu': 'ИП GS Global'};хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;39200.00;{'nameRu': 'Товар'}
970240002579/230121/00;{'nameRu': 'Opt_santeh_KZ'};хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;22006.00;{'nameRu': 'Товар'}
970240002579/230120/00;"{'nameRu': 'ТОО ""ПРОТЕКТ 2020""'}";хозяйственные материалы;{'nameRu': 'Запрос ценовых предложений'};0.00;13216.00;{'nameRu': 'Товар'}
