contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
980540001216/230076/00;{'nameRu': 'ИП Турлебиева Гульнапис Койбагаровна'};Жидкое мыло хозяйственное гель;{'nameRu': 'Запрос ценовых предложений'};0.00;168000.00;{'nameRu': 'Товар'}
980540001216/230075/00;{'nameRu': 'КАНАПИН АБДИНУР'};таулетное крем-мыло;{'nameRu': 'Запрос ценовых предложений'};0.00;12300.00;{'nameRu': 'Товар'}
980540001216/230074/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-92;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;156202.38;{'nameRu': 'Товар'}
980540001216/230067/01;"{'nameRu': 'ТОО ""Строй Монтаж KZ 2022""'}";Демонтаж и монтаж кровли с утеплением;{'nameRu': 'Запрос ценовых предложений'};0.00;3123999.56;{'nameRu': 'Работа'}
980540001216/230072/00;{'nameRu': 'ИП MADI'};средство для мытья посуды 500 мл;{'nameRu': 'Электронный магазин'};0.00;17700.00;{'nameRu': 'Товар'}
980540001216/230071/00;{'nameRu': 'ИП Халиева'};Средство чистящее для стекол с дозатором;{'nameRu': 'Электронный магазин'};0.00;8034.00;{'nameRu': 'Товар'}
980540001216/230070/00;{'nameRu': 'ИП НУРЛАН'};Хозяйственное мыло твердое 200 г.;{'nameRu': 'Электронный магазин'};0.00;19000.00;{'nameRu': 'Товар'}
980540001216/230068/00;{'nameRu': 'Alihan'};салфетка для уборки 30*30;{'nameRu': 'Электронный магазин'};0.00;21770.00;{'nameRu': 'Товар'}
980540001216/230067/00;"{'nameRu': 'ТОО ""Строй Монтаж KZ 2022""'}";Демонтаж и монтаж кровли с утеплением;{'nameRu': 'Запрос ценовых предложений'};0.00;2365566.56;{'nameRu': 'Работа'}
980540001216/230066/00;{'nameRu': 'ИП ПЕРЦЕВ М.Ю.'};Демонтаж и монтаж фильтров;{'nameRu': 'Запрос ценовых предложений'};0.00;103000.00;{'nameRu': 'Услуга'}
980540001216/230065/00;{'nameRu': 'ИП КУРМАШ'};Работы по пошиву штор;{'nameRu': 'Запрос ценовых предложений'};0.00;210000.00;{'nameRu': 'Работа'}
980540001216/230001/01;"{'nameRu': 'Товарищество с ограниченной ответственностью ""ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""ЭКОС""'}";Затраты на обеспечение питания в школе для детей из малообеспеченных семей (комплексные обеды);{'nameRu': 'Из одного источника путем прямого заключения договора по питанию обучающихся'};7549916.07;26879522.28;{'nameRu': 'Услуга'}
980540001216/230064/00;{'nameRu': 'Infinity Holding'};Приобретение хозяйственных материалов;{'nameRu': 'Электронный магазин'};0.00;29800.00;{'nameRu': 'Товар'}
980540001216/230063/00;{'nameRu': 'Tender_time'};Приобретение хозяйственных материалов;{'nameRu': 'Электронный магазин'};0.00;69650.00;{'nameRu': 'Товар'}
980540001216/230062/00;{'nameRu': 'ИП QASYM'};Приобретение хозяйственных материалов;{'nameRu': 'Электронный магазин'};0.00;119700.00;{'nameRu': 'Товар'}
980540001216/230061/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""АКВАСТРОЙ""'}";Приобретение хозяйственных материалов;{'nameRu': 'Электронный магазин'};0.00;313600.00;{'nameRu': 'Товар'}
980540001216/230060/00;{'nameRu': 'Infinity Holding'};Приобретение хозяйственных материалов;{'nameRu': 'Электронный магазин'};0.00;29800.00;{'nameRu': 'Товар'}
980540001216/230059/00;{'nameRu': 'Infinity Holding'};Приобретение хозяйственных материалов;{'nameRu': 'Электронный магазин'};0.00;47640.00;{'nameRu': 'Товар'}
980540001216/230058/00;{'nameRu': 'Tender_time'};Приобретение хозяйственных материалов;{'nameRu': 'Электронный магазин'};0.00;899000.00;{'nameRu': 'Товар'}
980540001216/230055/01;"{'nameRu': 'ТОО ""Ансар-15""'}";Текущий ремонт пандуса;{'nameRu': 'Запрос ценовых предложений'};10900000.00;12208000.00;{'nameRu': 'Работа'}
980540001216/230057/00;{'nameRu': 'ИП Сырымов'};Работы по демонтажу и укладке линолеума в кабинетах;{'nameRu': 'Запрос ценовых предложений'};0.00;2580000.00;{'nameRu': 'Работа'}
980540001216/230056/00;"{'nameRu': 'ТОО ""Производственно-коммерческая фирма ""Теплосервис""'}";Текущий ремонт прибора учета тепла;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;43000.00;{'nameRu': 'Услуга'}
980540001216/230055/00;"{'nameRu': 'ТОО ""Ансар-15""'}";Текущий ремонт пандуса;{'nameRu': 'Запрос ценовых предложений'};0.00;12208000.00;{'nameRu': 'Работа'}
980540001216/230054/00;"{'nameRu': 'ТОО ""Павлодарское учебно-производственное предприятие общественного объединения ""Казахское общество слепых""'}";Мини-валик малярный в сборе, ворс 10мм, бюгель 6мм, 15х110мм, STAYER Maste. Валик фасадный ПОЛИАКРИЛ малярный в сборе, ворс 18мм, бюгель 8мм, 68х240мм.валик молярный средний.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;100800.00;{'nameRu': 'Товар'}
980540001216/230053/00;"{'nameRu': 'ТОО ""СКАЖ и М""'}";краска водоэмульсионная DuluxBINDO7 профессиональная мат. ВС 25л.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;391731.20;{'nameRu': 'Товар'}
980540001216/230052/00;{'nameRu': 'ИП Ашимбеков'};Работы по демонтажу, укладке линолеума;{'nameRu': 'Запрос ценовых предложений'};0.00;3294000.00;{'nameRu': 'Работа'}
980540001216/230051/00;{'nameRu': 'ИП Даулет'};Кисть. Универсал радиаторная для всех видов ЛКМ, светлая натуральная щетина, деревянная ручка, 2 см;{'nameRu': 'Запрос ценовых предложений'};0.00;16830.00;{'nameRu': 'Товар'}
980540001216/230050/00;{'nameRu': 'Incom'};Кисть. Универсал радиаторная для всех видов ЛКМ, светлая натуральная щетина, деревянная ручка, 5 см;{'nameRu': 'Запрос ценовых предложений'};0.00;17610.00;{'nameRu': 'Товар'}
980540001216/230049/00;{'nameRu': 'ИП ЕЭС'};Половая краска 2 кг.;{'nameRu': 'Запрос ценовых предложений'};0.00;42250.00;{'nameRu': 'Товар'}
980540001216/230048/00;{'nameRu': 'ИП Нармагамбетова'};Малярная лента, креповая, 48мм х 50м,;{'nameRu': 'Запрос ценовых предложений'};0.00;32940.00;{'nameRu': 'Товар'}
980540001216/230047/00;"{'nameRu': 'ТОО ""СКАЖ и М""'}";Колер универсальный цвет бежевый 250мл №3;{'nameRu': 'Запрос ценовых предложений'};105000.00;117600.00;{'nameRu': 'Товар'}
980540001216/230046/00;{'nameRu': 'ИП Бектасов'};Приобретение Внешний аккумулятор Xiaomi MI Power Bank 10000mAh черный;{'nameRu': 'Запрос ценовых предложений'};0.00;29700.00;{'nameRu': 'Товар'}
980540001216/230045/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""NBO plus""'}";Текущий ремонт;{'nameRu': 'Запрос ценовых предложений'};0.00;9513544.32;{'nameRu': 'Работа'}
