contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
080140017775/230130/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Investment solutions Astana""'}";Перчатки;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;30240.00;{'nameRu': 'Товар'}
080140017775/230129/00;"{'nameRu': 'ИП ""EXPERT"" ПРАВДИВЕЦ М.С.'}";насос погружной;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;56448.00;{'nameRu': 'Товар'}
080140017775/230128/00;"{'nameRu': 'ИП""Усюкевич А.С.""'}";Порошок чистящий;{'nameRu': 'Запрос ценовых предложений'};0.00;19140.00;{'nameRu': 'Товар'}
080140017775/230127/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""БАРС-2018""'}";Бумага для офисного оборудования;{'nameRu': 'Запрос ценовых предложений'};0.00;95088.00;{'nameRu': 'Товар'}
080140017775/230126/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""БАРС-2018""'}";Порошок;{'nameRu': 'Запрос ценовых предложений'};0.00;25804.80;{'nameRu': 'Товар'}
080140017775/230125/00;"{'nameRu': 'ИП ""ТАБАРАН А.Г.""'}";Белизна;{'nameRu': 'Запрос ценовых предложений'};0.00;16800.00;{'nameRu': 'Товар'}
080140017775/230124/00;{'nameRu': 'ИП АяА'};Туфли женские танцевальные;{'nameRu': 'Запрос ценовых предложений'};0.00;335986.00;{'nameRu': 'Товар'}
080140017775/230123/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""АРАЛБАЙ - KZ""'}";ростовая кукла Медвежонок девочка;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;210000.00;{'nameRu': 'Работа'}
080140017775/230122/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""АРАЛБАЙ - KZ""'}";ростовая кукла Медвежонок мальчик;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;210000.00;{'nameRu': 'Работа'}
080140017775/230121/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""АРАЛБАЙ - KZ""'}";ростовая кукла Дракон;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;200000.00;{'nameRu': 'Работа'}
080140017775/230120/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""АРАЛБАЙ - KZ""'}";Костюм якутский  для  акробатов;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;163000.00;{'nameRu': 'Работа'}
080140017775/230119/00;"{'nameRu': 'ИП ""ГЛУШКОВА М.Г.""'}";Костюмы для вокальной группы;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;127500.00;{'nameRu': 'Работа'}
080140017775/230118/00;{'nameRu': 'ИП СМИРНОВ В.А.'};Обслуживание приточно-вытяжного оборудования подвала;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;68900.00;{'nameRu': 'Услуга'}
080140017775/230117/00;{'nameRu': 'Аянат'};Букеты из живых цветов;{'nameRu': 'Запрос ценовых предложений'};0.00;81000.00;{'nameRu': 'Товар'}
080140017775/230116/00;{'nameRu': 'ИП Бисенбаев'};Установка кондиционеров;{'nameRu': 'Запрос ценовых предложений'};0.00;306250.00;{'nameRu': 'Работа'}
080140017775/230115/00;"{'nameRu': 'ИП ""ГЛУШКОВА М.Г.""'}";Платье для вокальной группы;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;300000.00;{'nameRu': 'Работа'}
080140017775/230114/00;"{'nameRu': 'АО ""СК ""Евразия""'}";Страховка гражданско-правовой ответственности владельцев автотранспортных средств;{'nameRu': 'Запрос ценовых предложений'};42334.81;42334.81;{'nameRu': 'Услуга'}
080140017775/230113/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Обувная фабрика SAMHAT""'}";сапоги женские танцевальные;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;862400.00;{'nameRu': 'Товар'}
080140017775/230112/00;{'nameRu': 'ИП ВОЛКОВ Д. Н.'};Фломастер;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};2200.00;2200.00;{'nameRu': 'Товар'}
080140017775/230111/00;{'nameRu': 'ИП ВОЛКОВ Д. Н.'};Набор карандашей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};1420.00;1420.00;{'nameRu': 'Товар'}
080140017775/230110/00;{'nameRu': 'ИП ВОЛКОВ Д. Н.'};Гуашь;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};2000.00;2000.00;{'nameRu': 'Товар'}
080140017775/230109/00;{'nameRu': 'ИП НУРМАГАМБЕТОВ ТИМУР БАКЫТОВИЧ'};Ноутбук;{'nameRu': 'Из одного источника путем прямого заключения договора'};630000.00;630000.00;{'nameRu': 'Товар'}
080140017775/230108/00;{'nameRu': 'ИП НУРМАГАМБЕТОВ ТИМУР БАКЫТОВИЧ'};Ноутбук;{'nameRu': 'Из одного источника путем прямого заключения договора'};579700.00;579700.00;{'nameRu': 'Товар'}
080140017775/230106/00;{'nameRu': 'ИП ПРОКАЕВА ТАТЬЯНА ВЛАДИМИРОВНА'};Грамота в рамке;{'nameRu': 'Запрос ценовых предложений'};55000.00;55000.00;{'nameRu': 'Товар'}
080140017775/230104/01;{'nameRu': 'ИП НУРМАГАМБЕТОВ ТИМУР БАКЫТОВИЧ'};ноутбук;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;579700.00;{'nameRu': 'Товар'}
080140017775/230103/01;{'nameRu': 'ИП НУРМАГАМБЕТОВ ТИМУР БАКЫТОВИЧ'};ноутбук;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;630000.00;{'nameRu': 'Товар'}
080140017775/230105/00;{'nameRu': 'ИП КУЗЬМИЧЁВ ВИКТОР МАТВЕЕВИЧ'};Микрофон;{'nameRu': 'Из одного источника путем прямого заключения договора'};520000.00;520000.00;{'nameRu': 'Товар'}
080140017775/230104/00;{'nameRu': 'ИП НУРМАГАМБЕТОВ ТИМУР БАКЫТОВИЧ'};Ноутбук;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;579700.00;{'nameRu': 'Товар'}
080140017775/230103/00;{'nameRu': 'ИП НУРМАГАМБЕТОВ ТИМУР БАКЫТОВИЧ'};Ноутбук;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;630000.00;{'nameRu': 'Товар'}
080140017775/230102/00;{'nameRu': 'ИП ОРЛОВ А.А.'};набор подарочный пищевой;{'nameRu': 'Из одного источника путем прямого заключения договора'};110000.00;110000.00;{'nameRu': 'Товар'}
080140017775/230101/00;{'nameRu': 'ИП ОРЛОВ А.А.'};набор подарочный пищевой;{'nameRu': 'Из одного источника путем прямого заключения договора'};16950.00;16950.00;{'nameRu': 'Товар'}
080140017775/230100/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Elite Tender Management""'}";женские танцевальные уйгурские костюмы;{'nameRu': 'Запрос ценовых предложений'};0.00;992570.88;{'nameRu': 'Работа'}
080140017775/230099/00;"{'nameRu': 'ТОО ""GUL""'}";танцевальные женские уйгурские костюмы;{'nameRu': 'Запрос ценовых предложений'};0.00;992320.00;{'nameRu': 'Работа'}
