contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
050240003179/230054/00;{'nameRu': 'ИП Кожуров С.М.'};запасные части на авто;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;7077.28;{'nameRu': 'Товар'}
050240003179/230053/00;{'nameRu': 'ИП Кожуров С.М.'};запасные части на авто;{'nameRu': 'Запрос ценовых предложений'};121211.00;135756.32;{'nameRu': 'Товар'}
050240003179/230052/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-92;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;159892.20;{'nameRu': 'Товар'}
050240003179/230051/00;"{'nameRu': 'ТОО ""Антрацит-Кост""'}";уголь каменный;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};424106.25;474999.00;{'nameRu': 'Товар'}
050240003179/230049/01;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Проведение ведомственной экспертизы технической документации на средний ремонт переулка Школьный, улицы Садовая, Молодежная, Целинное, Горького в селе Новопавловка Карасуского района Костанайской области;{'nameRu': 'Из одного источника путем прямого заключения договора'};461335.71;516696.00;{'nameRu': 'Услуга'}
050240003179/230050/00;{'nameRu': 'ИП Нуримов'};известь (доставка Костанайская обл, Карасуский район, сНовопавловка);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};1650.00;1650.00;{'nameRu': 'Товар'}
050240003179/230049/00;{'nameRu': 'РГП на ПХВ «НЦКДА»'};Проведение ведомственной экспертизы технической документации на средний ремонт переулка Школьный, улицы Садовая, Молодежная, Целинное, Горького в селе Новопавловка Карасуского района Костанайской области;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;516696.00;{'nameRu': 'Услуга'}
050240003179/230048/00;"{'nameRu': 'ТОО ""Geosmet""'}";Корректировка технической документации с получением положительного заключения ведомственной экспертизы размещенном на портале на средний ремонт автомобильных дорог улиц Садовая, Горького, Целинное, Молодежная, переулок Школьный села Новопавловка Карасуского района Костанайской области;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;1750000.00;{'nameRu': 'Работа'}
050240003179/230047/00;"{'nameRu': 'ТОО ""Карасу Тазалык 2018""'}";Услуги по удалению неопасных отходов/имущества/материалов (захоронение/сжигание/утилизация и аналогичные услуги);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;47667.50;{'nameRu': 'Услуга'}
050240003179/230046/00;{'nameRu': 'ИП Joni'};Работы по изготовлению баннера;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};20000.00;20000.00;{'nameRu': 'Работа'}
050240003179/230038/00;"{'nameRu': 'ТОО ""КаР-Тел""'}";Услуги сотовой связи;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};12767.84;23600.00;{'nameRu': 'Услуга'}
050240003179/230037/00;"{'nameRu': 'ТОО ""Костанайнефтепродукт""'}";Бензин АИ-92;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};129955.36;145550.00;{'nameRu': 'Товар'}
050240003179/230036/00;{'nameRu': 'ИП Нуримов'};приобретение канцелярских товаров;{'nameRu': 'Запрос ценовых предложений'};7638.00;7638.00;{'nameRu': 'Товар'}
050240003179/230035/00;{'nameRu': 'ИП Нуримов'};приобретение канцелярских товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};3610.00;3610.00;{'nameRu': 'Товар'}
050240003179/230034/00;"{'nameRu': 'ИП""Байдильдинова А.Т""'}";приобретение канцелярского товара;{'nameRu': 'Запрос ценовых предложений'};4458.00;4458.00;{'nameRu': 'Товар'}
050240003179/230033/00;{'nameRu': 'ИП Нуримов'};приобретение хозяйственных товаров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};51050.00;51050.00;{'nameRu': 'Товар'}
050240003179/230032/00;{'nameRu': 'ИП Прахт'};приобретение камер видеонаблюдения и их монтаж в с.Новопавловка;{'nameRu': 'Запрос ценовых предложений'};363000.00;363000.00;{'nameRu': 'Товар'}
050240003179/230031/00;{'nameRu': 'IG-Service'};Графический планшет подписи с пером (стилус), для создания цифрового аналога подписи в информационной системе «Единый реестр административных производств» (ЕРАП);{'nameRu': 'Запрос ценовых предложений'};86742.00;86742.00;{'nameRu': 'Товар'}
050240003179/230030/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;80200.00;{'nameRu': 'Услуга'}
050240003179/230019/01;{'nameRu': 'РГКП «Академия государственного управления при Президенте Республики Казахстан»'};услуги по переподготовке государственных служащих;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;240600.00;{'nameRu': 'Услуга'}
