contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
160340007415/230485/00;{'nameRu': 'ИП Усманов'};Решетка универсальная пластмассовая;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;53550.00;{'nameRu': 'Товар'}
160340007415/230484/00;{'nameRu': 'ИП Кожуров С.М.'};Авто чехлы на Л-Крузер 200 JTVXH05J004014635;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};53571.43;60000.00;{'nameRu': 'Товар'}
160340007415/230011/02;"{'nameRu': 'Государственное коммунальное предприятие ""Костанай-Су"" акимата города Костаная государственного учреждения ""Отдел жилищно-коммунального хозяйства, пассажирского транспорта и автомобильных дорог акимата города Костаная""'}";Услуги по подаче питьевой воды,по удалению сточных вод;{'nameRu': 'Из одного источника путем прямого заключения договора'};15478055.00;23672700.00;{'nameRu': 'Услуга'}
160340007415/230483/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";Услуги почтовой связи (пополнение авансовой книжки);{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;15000.00;{'nameRu': 'Услуга'}
160340007415/230388/01;"{'nameRu': 'ТОО ""PRINTEX""'}";Крышка клапанов на Каравелла WV2ZZZ7HZ8H133698;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;173000.00;{'nameRu': 'Товар'}
160340007415/230482/00;{'nameRu': 'ИП САРСЕНБАЕВ С.Х.'};Поворотно-наклонный настенный кронштейн для ТВ до 65/ 165 см.;{'nameRu': 'Запрос ценовых предложений'};0.00;26600.00;{'nameRu': 'Товар'}
160340007415/230480/00;{'nameRu': 'ИП Кожуров С.М.'};Подшипник ступицы с АБС на Пежо MX1DDNFP9GJ648730;{'nameRu': 'Запрос ценовых предложений'};0.00;8199.52;{'nameRu': 'Товар'}
160340007415/230479/00;"{'nameRu': 'ТОО ""ТРАНСКОМНОРДЭНЕРГО""'}";Проверка теплового счетчика Взлет ДУ 50 по адресу Аль-Фараби 66,Тауелсыздык, 85;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;139500.00;{'nameRu': 'Услуга'}
160340007415/230478/00;{'nameRu': 'Buy-in'};Холодильник;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;89285.71;{'nameRu': 'Товар'}
160340007415/230477/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КосДинКом""'}";Фары противотуманные на Л-Крузер JTVXH05J004014635;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;9542.40;{'nameRu': 'Товар'}
160340007415/230475/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Aroma trade""'}";;{'nameRu': 'Запрос ценовых предложений'};0.00;1905120.00;{'nameRu': 'Товар'}
160340007415/230474/00;"{'nameRu': 'ИП ""КАПАР ЖАМИЛЯ""'}";Беспроводной маршрутизатор 4 порта + WiFi, 4G;{'nameRu': 'Запрос ценовых предложений'};0.00;38990.00;{'nameRu': 'Товар'}
160340007415/230472/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Aroma trade""'}";Многофункциональное устройство (МФУ);{'nameRu': 'Запрос ценовых предложений'};0.00;608160.00;{'nameRu': 'Товар'}
160340007415/230471/00;"{'nameRu': 'ТОО ""GPS TELECOM""'}";Изготовление и установка контрольно- пропускного пункта по адресу: город Костанай, ул. Урожайная, 18;{'nameRu': 'Запрос ценовых предложений'};0.00;6473600.00;{'nameRu': 'Работа'}
160340007415/230470/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Автодом Костанай""'}";Техническое обслуживание Ш-Триблейзер MX9CBACCONK044294;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};106600.00;119392.00;{'nameRu': 'Работа'}
160340007415/230469/00;{'nameRu': 'Okey'};Работы по изготовлению стендов/табличек/надписей;{'nameRu': 'Запрос ценовых предложений'};0.00;45000.00;{'nameRu': 'Работа'}
160340007415/230468/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Elite Tender Management""'}";Планшет 128, 32 GB;{'nameRu': 'Запрос ценовых предложений'};0.00;462064.96;{'nameRu': 'Товар'}
160340007415/230467/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Aroma trade""'}";Планшет 32,128 GB;{'nameRu': 'Запрос ценовых предложений'};0.00;461160.00;{'nameRu': 'Товар'}
160340007415/230465/00;{'nameRu': 'ТЛЕУБЕРГЕНОВ АРМАН АЛПЫСПАЕВИЧ'};Демонтаж и монтаж ББП-20 (турникет);{'nameRu': 'Запрос ценовых предложений'};0.00;14000.00;{'nameRu': 'Услуга'}
160340007415/230464/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Северный регион 2030 KZ""'}";Диски титановые R17 на Киа Спортейдж MX1PU81DBPK128807;{'nameRu': 'Запрос ценовых предложений'};0.00;212307.20;{'nameRu': 'Товар'}
160340007415/230463/00;{'nameRu': 'ИП МЭРИЯ'};Ерш для унитаза;{'nameRu': 'Запрос ценовых предложений'};0.00;26100.00;{'nameRu': 'Товар'}
160340007415/230462/00;"{'nameRu': 'ИП ""Виктор""'}";Батарейка пальчиковая;{'nameRu': 'Запрос ценовых предложений'};0.00;21800.00;{'nameRu': 'Товар'}
