contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
060140004244/230024/00;"{'nameRu': 'ОФ ""Жанашыр бол""'}";Услуга в рамках реализации государственного социального заказа. Выездные экспедиции по сакральным местам Камыстинского района с участием молодежи.;{'nameRu': 'Закупка по государственному социальному заказу'};0.00;585000.00;{'nameRu': 'Услуга'}
060140004244/230023/00;"{'nameRu': 'ОФ ""Несібе""'}";Услуга в рамках реализации государственного социального заказа. Проведения мероприятия «Праздник Добрых сердец».;{'nameRu': 'Закупка по государственному социальному заказу'};0.00;700000.00;{'nameRu': 'Услуга'}
060140004244/230022/00;"{'nameRu': 'ОО ""ИНТЕЛЕКТУАЛЬНЫЙ ЦЕНТР ИННОВАЦИОННОЕ ОБРАЗОВАНИЕ""'}";Мемлекеттік әлеуметтік тапсырысты іске асыру шеңберіндегі қызметтер. Мемлекеттік тілді насихаттау және насихаттау.;{'nameRu': 'Закупка по государственному социальному заказу'};0.00;540000.00;{'nameRu': 'Услуга'}
060140004244/230021/00;{'nameRu': 'РАХМЕТОВА ГУЛЬНАРА'};Ручки канцелярские;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};2700.00;2700.00;{'nameRu': 'Товар'}
060140004244/230020/00;"{'nameRu': 'ИП  ""Алтын қыран""'}";Государственный флаг;{'nameRu': 'Электронный магазин'};30000.00;30000.00;{'nameRu': 'Товар'}
060140004244/230019/00;"{'nameRu': 'ТОО ""Костанайгороформление""'}";Государственный Герб;{'nameRu': 'Запрос ценовых предложений'};18088.00;18088.00;{'nameRu': 'Товар'}
060140004244/230018/00;{'nameRu': 'ИП МУХИН ВЛАДИМИР АЛЕКСАНДРОВИЧ'};Изготовление административных вывесок;{'nameRu': 'Запрос ценовых предложений'};29960.00;29960.00;{'nameRu': 'Работа'}
060140004244/230017/00;"{'nameRu': 'ТОО ""Epsilon Systems""'}";Принтер МФУ;{'nameRu': 'Электронный магазин'};134400.00;150528.00;{'nameRu': 'Товар'}
060140004244/230016/00;{'nameRu': 'Power'};Электронный ключ Kaz-токен.;{'nameRu': 'Запрос ценовых предложений'};22720.00;25446.40;{'nameRu': 'Товар'}
060140004244/230015/00;{'nameRu': 'Қойшыбекова А.М.'};Приобретение бланков;{'nameRu': 'Запрос ценовых предложений'};5997.00;5997.00;{'nameRu': 'Услуга'}
060140004244/230014/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";Услуги по подписке на печатные периодические издания (с НДС);{'nameRu': 'Из одного источника путем прямого заключения договора'};28755.36;32206.00;{'nameRu': 'Услуга'}
060140004244/230013/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";Услуги по подписке на печатные периодические издания (без НДС);{'nameRu': 'Из одного источника путем прямого заключения договора'};11500.00;11500.00;{'nameRu': 'Услуга'}
060140004244/230010/00;{'nameRu': 'ИП Омельяненко Виталий Алексеевич'};Заправка картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};28000.00;28000.00;{'nameRu': 'Услуга'}
060140004244/230009/00;"{'nameRu': 'ТОО ""ПЛЮСМИКРО ПЕТРОПАВЛОВСК""'}";Компьютеры в комплекте;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};702000.00;786240.00;{'nameRu': 'Товар'}
060140004244/230008/00;"{'nameRu': 'ТОО ""Amanat Asia""'}";Моноблок офисный (универсальный);{'nameRu': 'Конкурс с предварительным квалификационным отбором'};337644.00;378161.28;{'nameRu': 'Товар'}
060140004244/230007/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги телефонной связи;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};2795.68;39440.00;{'nameRu': 'Услуга'}
060140004244/230005/00;{'nameRu': 'ИП БУХАРОВ  ИЛЬЯ  ВЛАДИМИРОВИЧ'};Услуги по обслуживанию 1С – Бухгалтерии;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};189000.00;252000.00;{'nameRu': 'Услуга'}
060140004244/230004/00;{'nameRu': 'Power'};Электронный ключ Kaz-Токен;{'nameRu': 'Запрос ценовых предложений'};11326.00;12685.12;{'nameRu': 'Товар'}
060140004244/230003/00;{'nameRu': 'ИП Чеботарев'};Бумага А-4;{'nameRu': 'Запрос ценовых предложений'};35008.00;35008.00;{'nameRu': 'Товар'}
060140004244/230002/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу к Интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;376560.00;{'nameRu': 'Услуга'}
060140004244/230001/00;{'nameRu': 'РГКП «Академия государственного управления при Президенте Республики Казахстан»'};Услуги по обучению (обучению/тренинги/подготовке/переподготовке/повышению квалификации);{'nameRu': 'Из одного источника путем прямого заключения договора'};240600.00;240600.00;{'nameRu': 'Услуга'}
