contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
050140004986/230042/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-92 (талоны);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;32798.40;{'nameRu': 'Товар'}
050140004986/230003/01;"{'nameRu': 'ТОО ""Костанайский ЭнергоЦентр""'}";Электроэнергия;{'nameRu': 'Из одного источника путем прямого заключения договора'};257226.01;364089.60;{'nameRu': 'Товар'}
050140004986/230041/00;"{'nameRu': 'ТОО ""APPRAISER KST""'}";Комплекс услуг по оценке имущества;{'nameRu': 'Запрос ценовых предложений'};0.00;35500.00;{'nameRu': 'Услуга'}
050140004986/230005/01;"{'nameRu': 'ГКП ""Тобол"" на праве хозяйственного ведения акимата района Беимбета Майлина'}";вода;{'nameRu': 'Из одного источника путем прямого заключения договора'};39087.32;70994.22;{'nameRu': 'Услуга'}
050140004986/230039/00;"{'nameRu': 'ТОО ""ТУЛПАР технологии""'}";Услуги по техническому обслуживанию автотранспорта/специальной техники;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;25200.00;{'nameRu': 'Услуга'}
050140004986/230038/00;{'nameRu': 'ПЕРЕТРУХИН ИЛЬЯ ВЛАДИМИРОВИЧ'};Услуги по установке/настройке программного обеспечения;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};65000.00;65000.00;{'nameRu': 'Услуга'}
050140004986/230037/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Учебный центр ""SGK KZ""'}";Услуги по обеспечению участия в мероприятиях;{'nameRu': 'Из одного источника путем прямого заключения договора'};50000.00;50000.00;{'nameRu': 'Услуга'}
050140004986/230036/00;"{'nameRu': 'ТОО ""МЦФЭР-Казахстан""'}";Услуги по предоставлению лицензий на право использования оригиналов журналов и изданий периодических, без получения авторских и имущественных прав;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};36717.86;41124.00;{'nameRu': 'Услуга'}
050140004986/230035/00;"{'nameRu': 'Костанайский областной филиал №229900 Акционерного общества ""Народный сберегательный банк Казахстана""'}";Услуги банка по перечислению денежных средств;{'nameRu': 'Из одного источника путем прямого заключения договора'};15525.00;31050.00;{'nameRu': 'Услуга'}
050140004986/230034/00;"{'nameRu': 'ТОО ""Бизнес школа DG""'}";Услуги по обеспечению участия в мероприятиях;{'nameRu': 'Из одного источника путем прямого заключения договора'};60000.00;60000.00;{'nameRu': 'Услуга'}
050140004986/230033/00;"{'nameRu': 'ТОО ""МЦФЭР-Казахстан""'}";Услуга по предоставлению доступа к ИС Кадровое дело (электронная справочная система);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};105000.00;117600.00;{'nameRu': 'Услуга'}
050140004986/230032/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Stella +""'}";Услуги по оценке имущества;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};37000.00;37000.00;{'nameRu': 'Услуга'}
050140004986/230031/00;{'nameRu': 'ИП Ворфлусев'};Откачка септика;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};5737.50;11475.00;{'nameRu': 'Услуга'}
050140004986/230030/00;"{'nameRu': 'ТОО ""Редакция газеты ""Шамшырақ-Маяк""'}";публикация СМИ;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};22910.00;111940.00;{'nameRu': 'Услуга'}
050140004986/230029/00;{'nameRu': 'ИП ТЫРЫШКИН ВИТАЛИЙ СЕРГЕЕВИЧ'};Услуги шиномонтажа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};7200.00;7200.00;{'nameRu': 'Услуга'}
050140004986/230028/00;"{'nameRu': 'ИП ""Элина""'}";краска штемпельная;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;12000.00;{'nameRu': 'Товар'}
050140004986/230027/01;"{'nameRu': 'ТОО ""ПЛЮСМИКРО ПЕТРОПАВЛОВСК""'}";Компьютер в комплекте;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};642000.00;719040.00;{'nameRu': 'Товар'}
050140004986/230027/00;"{'nameRu': 'ТОО ""ПЛЮСМИКРО ПЕТРОПАВЛОВСК""'}";Компьютер в комплекте;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};0.00;719040.00;{'nameRu': 'Товар'}
