contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
050240006123/230033/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";Подписка на периодические издания на 1-ое полугодие 2024г;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;36198.56;{'nameRu': 'Услуга'}
050240006123/230032/00;{'nameRu': 'ИП Nagrady'};Изготовление медалей;{'nameRu': 'Запрос ценовых предложений'};0.00;150000.00;{'nameRu': 'Работа'}
050240006123/230031/00;{'nameRu': 'ИП Ырысты Тогузбаева'};Приобретение диктофона;{'nameRu': 'Запрос ценовых предложений'};0.00;37900.00;{'nameRu': 'Товар'}
050240006123/230030/00;{'nameRu': 'Sakura'};Изготовление фирменных бланков;{'nameRu': 'Запрос ценовых предложений'};4089.00;4089.00;{'nameRu': 'Услуга'}
050240006123/230029/00;"{'nameRu': 'ТОО ""Центрум""'}";Изготовление таблички на дверь;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};3500.00;3500.00;{'nameRu': 'Работа'}
050240006123/230028/00;"{'nameRu': 'ТОО ""Kst trade""'}";Приобретение ГСМ (бензин АИ-92,талоны);{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};146421.43;163992.00;{'nameRu': 'Товар'}
050240006123/230027/00;{'nameRu': 'РГКП «Академия государственного управления при Президенте Республики Казахстан»'};Повышение квалификации сотрудников;{'nameRu': 'Из одного источника путем прямого заключения договора'};48120.00;48120.00;{'nameRu': 'Услуга'}
050240006123/230026/00;"{'nameRu': 'АО ""СК ""Евразия""'}";Услуги по страхованию автомобиля;{'nameRu': 'Запрос ценовых предложений'};25646.00;25646.00;{'nameRu': 'Услуга'}
050240006123/230025/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Бай болат""'}";Приобретение ноутбука;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};289181.25;323883.00;{'nameRu': 'Товар'}
050240006123/230024/00;{'nameRu': 'ИП ЖАПАРОВА А.А.'};Обслуживание 1С Бухгалтерия;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};23000.00;68000.00;{'nameRu': 'Услуга'}
050240006123/230023/00;{'nameRu': 'ИП ЛЕЩУК ЕЛЕНА ВАСИЛЬЕВНА'};Изготовление ленты и удостоверения почетного гражданина;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};26100.00;26100.00;{'nameRu': 'Услуга'}
050240006123/230022/00;"{'nameRu': 'ТОО ""Астанатэк""'}";Приобретение телефона;{'nameRu': 'Запрос ценовых предложений'};22333.00;25012.96;{'nameRu': 'Товар'}
050240006123/230021/00;{'nameRu': 'ИП ОЛЕЙНИЧЕНКО ТАТЬЯНА ВИКТОРОВНА'};Приобретение автошины;{'nameRu': 'Запрос ценовых предложений'};74980.00;83977.60;{'nameRu': 'Товар'}
050240006123/230020/00;"{'nameRu': 'ТОО ""Тарлан SALES""'}";ТО автомобиля;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};34821.43;39000.00;{'nameRu': 'Услуга'}
050240006123/230019/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";Подписка на периодические издания на 2-ое полугодие 2023г;{'nameRu': 'Из одного источника путем прямого заключения договора'};4500.00;4500.00;{'nameRu': 'Услуга'}
050240006123/230018/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";Подписка на периодические издания на 2-ое полугодие 2023г;{'nameRu': 'Из одного источника путем прямого заключения договора'};28755.36;32206.00;{'nameRu': 'Услуга'}
050240006123/230017/00;{'nameRu': 'ИП  ЕЛЬГЕЛДИЕВА  АЙГУЛЬ  ШАХМУРАТОВНА'};приобретение канцелярских принадлежностей;{'nameRu': 'Запрос ценовых предложений'};5004.00;5004.00;{'nameRu': 'Товар'}
050240006123/230016/00;"{'nameRu': 'ТОО ""Казах Кенсе""'}";приобретение канцелярских принадлежностей;{'nameRu': 'Запрос ценовых предложений'};6222.00;6968.64;{'nameRu': 'Товар'}
050240006123/230015/00;{'nameRu': 'KLEVER'};приобретение канцелярских принадлежностей;{'nameRu': 'Запрос ценовых предложений'};13780.00;13780.00;{'nameRu': 'Товар'}
050240006123/230014/00;{'nameRu': 'РГКП «Академия государственного управления при Президенте Республики Казахстан»'};Повышение квалификации сотрудников;{'nameRu': 'Из одного источника путем прямого заключения договора'};80200.00;80200.00;{'nameRu': 'Услуга'}
050240006123/230013/00;"{'nameRu': 'ТОО ""Центрум""'}";Изготовление благодарственных писем;{'nameRu': 'Запрос ценовых предложений'};17500.00;17500.00;{'nameRu': 'Услуга'}
