contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
990340006935/230107/00;"{'nameRu': 'ТОО ""Центр пожарной и промышленной безопасности""'}";Услуги по обучению персонала/ сотрудников «Безопасность и охрана труда», «Пожарная безопасность» 1 человек;{'nameRu': 'Запрос ценовых предложений'};0.00;19040.00;{'nameRu': 'Услуга'}
990340006935/230106/00;{'nameRu': 'ИП Аманжолов А.Е.'};работы по изготовлению и установке жалюзи для окон;{'nameRu': 'Запрос ценовых предложений'};0.00;73000.00;{'nameRu': 'Работа'}
990340006935/230105/00;"{'nameRu': 'Костанайский филиал АО ""Национальный центр экспертизы и сертификации""'}";услуги по поверке средств измерения (ростомер,весы,холодильник,морозильник, гигрометр) с выездом к заказчику;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;96813.00;{'nameRu': 'Услуга'}
990340006935/230104/00;"{'nameRu': 'ТОО ""Ekomed.kz""'}";приобретение карты памяти;{'nameRu': 'Электронный магазин'};0.00;11072.32;{'nameRu': 'Товар'}
990340006935/230090/01;"{'nameRu': 'ТОО ""Охранное агентство ""Іскер""'}";"Услуги специализированной физической охраны объекта КГКП &quot;Ясли-сад № 44&quot;";{'nameRu': 'Открытый конкурс'};0.00;1679283.87;{'nameRu': 'Услуга'}
990340006935/230027/01;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Рисет""'}";Услуги по заправке картриджей;{'nameRu': 'Запрос ценовых предложений'};0.00;35500.00;{'nameRu': 'Услуга'}
990340006935/230103/00;{'nameRu': 'ИП СМАГУЛОВ К.М.'};приобретение цемент;{'nameRu': 'Электронный магазин'};16800.00;16800.00;{'nameRu': 'Товар'}
990340006935/230102/00;{'nameRu': 'ИП ЖУСУПОВА МАРАЛ'};приобретение клей обойный;{'nameRu': 'Электронный магазин'};8250.00;8250.00;{'nameRu': 'Товар'}
990340006935/230101/00;{'nameRu': 'БЕРНИК ВИТАЛИЙ ВИКТОРОВИЧ'};приобретение смесителя;{'nameRu': 'Электронный магазин'};76392.86;85560.00;{'nameRu': 'Товар'}
990340006935/230100/00;{'nameRu': 'Товарищество с ограниченной ответственностью Company МАГНАТ'};приобретение тонометра, дезинфицирующего средства;{'nameRu': 'Электронный магазин'};105959.00;105959.00;{'nameRu': 'Товар'}
990340006935/230028/01;"{'nameRu': 'ТОО ""Компания Первый БИТ""'}";Услуги по cопровождению работы в программе 1С:Предприятие, обновление программы 1С;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};204000.00;366000.00;{'nameRu': 'Услуга'}
990340006935/230099/00;{'nameRu': 'Калкаева Шнара Болатовна'};Работы аварийно-восстановительные;{'nameRu': 'Из одного источника путем прямого заключения договора'};25000.00;25000.00;{'nameRu': 'Работа'}
990340006935/230098/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Парус-КАЗ""'}";"настройка программного продукта &quot;Парус-КАЗ.Бюджет&quot;(Тарификация в образовании)";{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;155150.00;{'nameRu': 'Услуга'}
990340006935/230042/01;{'nameRu': 'ИП ИБРАЕВ С.И.'};Текущий ремонт оконных блоков здания. Демонтаж,изготовление,установка окон;{'nameRu': 'Запрос ценовых предложений'};7409943.00;7409943.00;{'nameRu': 'Работа'}
990340006935/230097/00;"{'nameRu': 'ТОО ""Север ЕТ""'}";приобретение продуктов питания (мясо, основные группы);{'nameRu': 'Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся'};1194196.43;5112500.00;{'nameRu': 'Товар'}
990340006935/230096/00;"{'nameRu': 'ТОО ""Север ЕТ""'}";приобретение продуктов питания (мясо, бюджетные группы);{'nameRu': 'Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся'};256696.43;865000.00;{'nameRu': 'Товар'}
990340006935/230095/00;{'nameRu': 'ИП Урынбаев Нурлан Тулегенович'};приобретение продуктов питания (бюджетные группы);{'nameRu': 'Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся'};1312.50;1470.00;{'nameRu': 'Товар'}
990340006935/230094/00;{'nameRu': 'ИП Урынбаев Нурлан Тулегенович'};приобретение продуктов питания (основные группы);{'nameRu': 'Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся'};45964.73;93717.50;{'nameRu': 'Товар'}
990340006935/230093/00;"{'nameRu': 'ТОО ""Мечта LTD""'}";приобретение продуктов питания (бюджетные группы);{'nameRu': 'Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся'};22269.64;37458.00;{'nameRu': 'Товар'}
990340006935/230092/00;"{'nameRu': 'ТОО ""Мечта LTD""'}";приобретение продуктов питания (основные группы);{'nameRu': 'Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся'};6148.21;29092.00;{'nameRu': 'Товар'}
