contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
060140006607/230022/00;"{'nameRu': 'АО ""Страховая компания ""Номад Иншуранс""'}";Услуги по страхованию автомобильного транспорта.;{'nameRu': 'Запрос ценовых предложений'};0.00;25646.00;{'nameRu': 'Услуга'}
060140006607/230021/00;"{'nameRu': 'ГКП ""Таза Ұзынкөл"" акимата Узункольского района""'}";Услуги по удалению неопасных отходов/имущества/материалов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;11917.00;{'nameRu': 'Услуга'}
060140006607/230020/00;"{'nameRu': 'Индивидуальный предприниматель "" Пашкин Павел Николаевич""'}";Текущий ремонт компьютерной техники.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;56056.00;{'nameRu': 'Работа'}
060140006607/230019/00;{'nameRu': 'ИП Хайруллин'};Приобретение принтера.;{'nameRu': 'Запрос ценовых предложений'};0.00;144000.00;{'nameRu': 'Товар'}
060140006607/230018/00;{'nameRu': 'ИП ГРИГОРЬЕВ СЕРГЕЙ ВАСИЛЬЕВИЧ'};Приобретение прочих запасов (Аптечка медицинская, Огнетушитель);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};8100.00;9072.00;{'nameRu': 'Товар'}
060140006607/230017/00;"{'nameRu': 'ТОО ""PROFIL-KZ""'}";"Услуги по обучению (Семинар &quot;Безопасность и охрана труда&quot;)";{'nameRu': 'Запрос ценовых предложений'};8800.00;8800.00;{'nameRu': 'Услуга'}
060140006607/230016/00;"{'nameRu': 'ИП ""БАРАКАТ""'}";Услуги по мойке автотранспорта/спецтехники;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;50000.00;{'nameRu': 'Услуга'}
060140006607/230015/00;"{'nameRu': 'ИП ""БАРАКАТ""'}";Услуги шиномонтажа;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;20000.00;{'nameRu': 'Услуга'}
060140006607/230014/00;{'nameRu': 'Oil Центр'};Услуги по сервисному обслуживанию служебного автомобиля.;{'nameRu': 'Запрос ценовых предложений'};24825.00;27804.00;{'nameRu': 'Услуга'}
060140006607/230013/00;"{'nameRu': 'АО ""Информационно-учетный центр""'}";Услуги по пользованию информационной системой электронных торгов по продаже имущества.;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;3450.00;{'nameRu': 'Услуга'}
060140006607/230012/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Разработка схем границ оценочных зон в населенных пунктах с установлением в них поправочных коэффициентов к базовым ставкам платы на земельные участки.;{'nameRu': 'Из одного источника путем прямого заключения договора'};10945977.16;24215999.98;{'nameRu': 'Работа'}
060140006607/230011/00;"{'nameRu': 'Индивидуальный предприниматель "" Пашкин Павел Николаевич""'}";Услуги по установке/настройке программного обеспечения;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};14000.00;15680.00;{'nameRu': 'Услуга'}
060140006607/230010/00;"{'nameRu': 'Костанайский областной филиал №229900 Акционерного общества ""Народный сберегательный банк Казахстана""'}";Услуги банков по перечислению/переводу денежных средств;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;36000.00;{'nameRu': 'Услуга'}
060140006607/230009/00;"{'nameRu': 'индивидуальный предприниматель ""ГОЛУБИЦКАЯ ЛЮБОВЬ БОPИСОВНА""'}";Бумага для офисного оборудования;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};19992.00;19992.00;{'nameRu': 'Товар'}
060140006607/230008/00;"{'nameRu': 'ИП ""МИРАС""'}";Услуги по подготовке/верификации/сопровождению/составлению в области экологии отчетов и аналогичных документов;{'nameRu': 'Запрос ценовых предложений'};14000.00;14000.00;{'nameRu': 'Услуга'}
060140006607/230007/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;49000.00;{'nameRu': 'Услуга'}
060140006607/230006/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу к Интернету;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;378999.99;{'nameRu': 'Услуга'}
060140006607/230005/00;"{'nameRu': 'ТОО ""Центрум""'}";Услуги полиграфические по изготовлению/печатанию полиграфической продукции (кроме книг, фото, периодических изданий);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};5200.00;5200.00;{'nameRu': 'Услуга'}
060140006607/230004/00;"{'nameRu': 'Индивидуальный предприниматель ""Любич Владимир Иванович""'}";Услуги по заправке картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};12500.00;12500.00;{'nameRu': 'Услуга'}
060140006607/230003/00;"{'nameRu': 'ТОО ""Компания Первый БИТ""'}";Услуги по сопровождению и технической поддержке информационной системы(1 с бухгалтерия);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;170000.00;{'nameRu': 'Услуга'}
060140006607/230001/00;{'nameRu': 'Некоммерческое акционерное общество «Государственная корпорация «Правительство для граждан»'};Землеустроительные и земельно-кадастровые работы;{'nameRu': 'Из одного источника путем прямого заключения договора'};60858.34;68161.34;{'nameRu': 'Работа'}
