contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
990240003967/230205/00;{'nameRu': 'ИП Бурмистров В.В'};Приобретение картриджей для принтеров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;5500.00;{'nameRu': 'Товар'}
990240003967/230204/00;{'nameRu': 'ИП Бурмистров В.В'};Приобретение картриджей для принтеров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;4300.00;{'nameRu': 'Товар'}
990240003967/230203/00;{'nameRu': 'ИП Бурмистров В.В'};Приобретение картриджей для принтеров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;9500.00;{'nameRu': 'Товар'}
990240003967/230202/00;{'nameRu': 'ИП Бурмистров В.В'};Приобретение картриджей для принтеров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;11000.00;{'nameRu': 'Товар'}
990240003967/230201/00;{'nameRu': 'ИП Компания «Kilobit»'};Приобретение картриджей для принтеров;{'nameRu': 'Запрос ценовых предложений'};0.00;48700.00;{'nameRu': 'Товар'}
990240003967/230052/01;"{'nameRu': 'ТОО ""Транс Авто Азия""'}";Услуги автобусов по перевозкам пассажиров не по расписанию;{'nameRu': 'Запрос ценовых предложений'};106785.71;119600.00;{'nameRu': 'Услуга'}
990240003967/230200/00;"{'nameRu': 'ТОО ""EuroStroyCapital""'}";Услуги по промывке и опрессовке системы отопления;{'nameRu': 'Запрос ценовых предложений'};0.00;189280.00;{'nameRu': 'Услуга'}
990240003967/230199/00;"{'nameRu': 'ТОО ""Kst trade""'}";Приобретение талонов на бензина АИ-92/ АИ-92;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;219339.30;{'nameRu': 'Товар'}
990240003967/230001/01;"{'nameRu': 'ИП ""АСКАРОВ Б.К.""'}";Затраты на обеспечение питания в школе для детей из малообеспеченных семей (комплексные обеды);{'nameRu': 'Из одного источника путем прямого заключения договора по питанию обучающихся'};5529272.05;18490493.90;{'nameRu': 'Услуга'}
990240003967/230198/00;{'nameRu': 'ИП ALAMAN'};Приобретение светодиодного маяка;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;14990.00;{'nameRu': 'Товар'}
990240003967/230197/00;"{'nameRu': 'ТОО ""МЦФЭР-Казахстан""'}";Услуги по предоставлению лицензий на право использования оригиналов журналов и изданий периодических.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};28750.00;32200.00;{'nameRu': 'Услуга'}
990240003967/230196/00;{'nameRu': 'ИП Чеботарев'};Приобретение масло специализированное;{'nameRu': 'Запрос ценовых предложений'};0.00;9400.00;{'nameRu': 'Товар'}
990240003967/230195/00;"{'nameRu': 'ИП ""УНАЕВ Т. Ж.""'}";Приобретение мешков для мусора;{'nameRu': 'Запрос ценовых предложений'};0.00;34650.00;{'nameRu': 'Товар'}
990240003967/230194/00;"{'nameRu': 'КГП ""Качарская городская больница"" Управления здравоохранения акимата Костанайской области'}";Услуги по периодическому медицинскому осмотру персонала;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;25415.00;{'nameRu': 'Услуга'}
990240003967/230193/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""БАРС-2018""'}";Приобретение канцелярских принадлежностей;{'nameRu': 'Запрос ценовых предложений'};0.00;31304.00;{'nameRu': 'Товар'}
990240003967/230192/00;{'nameRu': 'Филиал РГП на ПХВ «Национальный центр экспертизы» КСЭК МЗ РК по Костанайской области'};Услуги по замеру исследований;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;79200.00;{'nameRu': 'Услуга'}
990240003967/230191/00;{'nameRu': 'ИП Кожуров С.М.'};Приобретение запасных частей на автомобиль;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};5742.00;6431.04;{'nameRu': 'Товар'}
