contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
060140006825/230031/00;{'nameRu': 'ИП Хусайнов'};Текущий ремонт автотранспортного средства;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;189900.00;{'nameRu': 'Работа'}
060140006825/230030/00;"{'nameRu': 'ТОО ""Аркалык хабары""'}";Подписка на 2024 год;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;6200.00;{'nameRu': 'Услуга'}
060140006825/230029/00;"{'nameRu': 'Костанайский ОФ АО ""Казпочта""'}";Подписка на 2024 год;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;83721.76;{'nameRu': 'Услуга'}
060140006825/230028/00;"{'nameRu': 'ТОО ""CIFRTECH""'}";Приобретение моноблока;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};456000.00;510720.00;{'nameRu': 'Товар'}
060140006825/230027/00;"{'nameRu': 'У-е ""Частная автошкола ""Автомобилист""'}";Технический осмотр автотранспортных средств;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};3500.00;3500.00;{'nameRu': 'Услуга'}
060140006825/230026/00;"{'nameRu': 'АО ""СК ""Евразия""'}";Услуги по страхованию гражданско-правовой ответственности владельцев автомобильного транспорта;{'nameRu': 'Запрос ценовых предложений'};35263.67;35263.67;{'nameRu': 'Услуга'}
060140006825/230025/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин для двигателей с искровым зажиганием;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;496485.78;{'nameRu': 'Товар'}
060140006825/230024/00;"{'nameRu': 'ТОО ""CIFRTECH""'}";Многофункциональное устройство;{'nameRu': 'Запрос ценовых предложений'};140640.00;157516.80;{'nameRu': 'Товар'}
060140006825/230023/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""CLU""'}";Антивирусная программа для ПК;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};7090.20;7941.02;{'nameRu': 'Товар'}
060140006825/230022/00;{'nameRu': 'ИП Хусайнов'};Автозапчасти;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};322997.00;322997.00;{'nameRu': 'Товар'}
060140006825/230021/00;{'nameRu': 'ИП Розметов'};Приобретение аккумулятора;{'nameRu': 'Электронный магазин'};38000.00;38000.00;{'nameRu': 'Товар'}
060140006825/230020/00;{'nameRu': 'ИП Хусайнов'};Приобретение горюче-смазочных материалов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};36200.00;36200.00;{'nameRu': 'Товар'}
060140006825/230019/00;{'nameRu': 'ИП КУСПАНОВ С.С.'};Масло моторное;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};36700.00;36700.00;{'nameRu': 'Товар'}
060140006825/230018/00;{'nameRu': 'ИП Хусайнов'};Текущий ремонт автотранспортного средства;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};223000.00;223000.00;{'nameRu': 'Работа'}
