contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
120940006749/230028/00;"{'nameRu': 'АО ""СК ""Jusan Garant""'}";Услуги по страхованию гражданско-правовой ответственности;{'nameRu': 'Запрос ценовых предложений'};0.00;28210.94;{'nameRu': 'Услуга'}
120940006749/230027/00;"{'nameRu': 'ТОО ""ГАС""'}";Услуги по техническому обслуживанию автотранспорта/специальной техники;{'nameRu': 'Запрос ценовых предложений'};0.00;149500.00;{'nameRu': 'Услуга'}
120940006749/230026/00;{'nameRu': 'ЕЛЕУСИНОВ БАСКАР БАЗАРОВИЧ'};шкаф под документы офисный;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;315840.00;{'nameRu': 'Товар'}
120940006749/230025/00;{'nameRu': 'ЕЛЕУСИНОВ БАСКАР БАЗАРОВИЧ'};шкаф под документы офисный;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;315840.00;{'nameRu': 'Товар'}
120940006749/230024/00;{'nameRu': 'ИП ГЕДЗ СЕРГЕЙ ПАВЛОВИЧ'};Услуги по техническому обслуживанию легкового автомобиля;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};29000.00;29000.00;{'nameRu': 'Услуга'}
120940006749/230023/00;{'nameRu': 'ИП ГЕДЗ СЕРГЕЙ ПАВЛОВИЧ'};Услуги по техническому обслуживанию легкового автомобиля;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};38900.00;38900.00;{'nameRu': 'Услуга'}
120940006749/230022/00;{'nameRu': 'Alimax'};Приобретение ноутбука;{'nameRu': 'Запрос ценовых предложений'};227000.00;227000.00;{'nameRu': 'Товар'}
120940006749/230021/00;{'nameRu': 'ИП СанСара'};Стеллаж выставочный деревянный;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};105000.00;105000.00;{'nameRu': 'Товар'}
120940006749/230020/00;{'nameRu': 'ИП СанСара'};Стеллаж выставочный деревянный с ассиметричными полками;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};78000.00;78000.00;{'nameRu': 'Товар'}
120940006749/230019/00;"{'nameRu': 'ТОО ""ТОО FORWARD STROY""'}";стул офисный;{'nameRu': 'Запрос ценовых предложений'};160000.00;179200.00;{'nameRu': 'Товар'}
120940006749/230018/00;"{'nameRu': 'ТОО ""Kst trade""'}";Приобретение бензина АИ- 92 (в талонах);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};204990.00;229588.80;{'nameRu': 'Товар'}
120940006749/230017/00;{'nameRu': 'ИП Global_g'};Кресло;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};80000.00;80000.00;{'nameRu': 'Товар'}
120940006749/230016/00;"{'nameRu': 'ТОО ""RA13""'}";ноутбук;{'nameRu': 'Запрос ценовых предложений'};546000.00;546000.00;{'nameRu': 'Товар'}
120940006749/230015/00;{'nameRu': 'ИП Каргабаева'};стол письменный деревянный;{'nameRu': 'Запрос ценовых предложений'};37000.00;37000.00;{'nameRu': 'Товар'}
120940006749/230014/00;{'nameRu': 'ИП Zhassymbekov'};стул офисный;{'nameRu': 'Запрос ценовых предложений'};120000.00;120000.00;{'nameRu': 'Товар'}
120940006749/230013/00;{'nameRu': 'ИП АЛПЫСБАЕВА В.М.'};Услуги по заправке картриджей;{'nameRu': 'Запрос ценовых предложений'};10000.00;10000.00;{'nameRu': 'Услуга'}
120940006749/230012/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Фирма ""Конструктивное решение""""'}";Услуги по организации/проведению конференций/семинаров/форумов/конкурсов/корпоративных/спортивных/культурных/праздничных и аналогичных мероприятий;{'nameRu': 'Из одного источника путем прямого заключения договора'};33000.00;33000.00;{'nameRu': 'Услуга'}
120940006749/230011/00;"{'nameRu': 'ТОО ""СИЛА ВОЛИ - КҮШ ЖІГЕР""'}";шкаф под документы офисный;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};99000.00;110880.00;{'nameRu': 'Товар'}
120940006749/230010/00;"{'nameRu': 'ТОО ""СИЛА ВОЛИ - КҮШ ЖІГЕР""'}";стол деревянный для рисования песком;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};148000.00;165760.00;{'nameRu': 'Товар'}
120940006749/230009/00;"{'nameRu': 'ТОО ""СИЛА ВОЛИ - КҮШ ЖІГЕР""'}";стол для руководителя деревянный, коричневый;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};89000.00;99680.00;{'nameRu': 'Товар'}
120940006749/230008/00;"{'nameRu': 'КГП ""Федоровская районная больница"" Управления здравоохранения акимата Костанайской области'}";Медицинский осмотр;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};4290.00;4290.00;{'nameRu': 'Услуга'}
120940006749/230007/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги телефонной связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};128571.43;221000.00;{'nameRu': 'Услуга'}
