contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
120540015624/230013/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""ZARYA-2018""'}";Изготовление бланков с нумерацией;{'nameRu': 'Запрос ценовых предложений'};0.00;5600.00;{'nameRu': 'Услуга'}
120540015624/230012/00;{'nameRu': 'ИП ШЕЛЕСТ НАТАЛЬЯ АЛЕКСАНДРОВНА'};Услуги по заправке картриджей;{'nameRu': 'Запрос ценовых предложений'};0.00;19900.00;{'nameRu': 'Услуга'}
120540015624/230011/00;{'nameRu': 'ИП ШЕЛЕСТ НАТАЛЬЯ АЛЕКСАНДРОВНА'};Текущий ремонт офисной техники;{'nameRu': 'Запрос ценовых предложений'};0.00;60000.00;{'nameRu': 'Работа'}
120540015624/230010/00;{'nameRu': 'ИП ЖАПАРОВА А.А.'};"Услуги по обслуживанию и сопровождению программы &amp;quot;1 С Бухгалтерия&amp;quot;";{'nameRu': 'Запрос ценовых предложений'};212000.00;270000.00;{'nameRu': 'Услуга'}
120540015624/230009/00;"{'nameRu': 'ТОО ""Федоровские новости""'}";Услуги по подготовке информационных материалов и публикации/размещению в средствах массовой информации в местной газете;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};39680.00;270000.00;{'nameRu': 'Услуга'}
120540015624/230008/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу к Интернету и услуги связи;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;322000.00;{'nameRu': 'Услуга'}
120540015624/230007/00;{'nameRu': 'ИП АЛПЫСБАЕВА В.М.'};Услуги по проведению конкурсов и аналогичных мероприятий;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;350000.00;{'nameRu': 'Услуга'}
120540015624/230006/00;"{'nameRu': 'ТОО ""Костанайский ЭнергоЦентр""'}";Электроэнергия;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;226949.18;{'nameRu': 'Товар'}
120540015624/230005/00;"{'nameRu': 'ГКП ""Теплоцентр"" акимата Федоровского района Костанайской области'}";Теплоэнергия;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;455000.00;{'nameRu': 'Услуга'}
120540015624/230004/00;"{'nameRu': 'Костанайский областной филиал №229900 Акционерного общества ""Народный сберегательный банк Казахстана""'}";Банковские услуги;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;25400.00;{'nameRu': 'Услуга'}
