contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
011140001828/230049/00;{'nameRu': 'ИП АЛЬМУХАМБЕТОВ А К'};Спортивный товар (мяч баскетбольный №7 мужской);{'nameRu': 'Электронный магазин'};0.00;584700.00;{'nameRu': 'Товар'}
011140001828/230048/00;{'nameRu': 'Galym'};Услуги по обучению персонала/сотрудников;{'nameRu': 'Запрос ценовых предложений'};0.00;16800.00;{'nameRu': 'Услуга'}
011140001828/230047/00;"{'nameRu': 'ТОО ""Diamond Audit MSA""'}";Услуги по сопровождению и технической поддержке информационной системы 1С: Предприятие 8 Бухгалтерский учет для государственных учреждений Казахстана.;{'nameRu': 'Запрос ценовых предложений'};0.00;160000.00;{'nameRu': 'Услуга'}
011140001828/230046/00;"{'nameRu': 'ТОО ""Adancom""'}";Комплект учебного оборудования (Моноблок);{'nameRu': 'Электронный магазин'};0.00;420000.00;{'nameRu': 'Товар'}
011140001828/230045/00;"{'nameRu': 'Филиал ТОО ""АТА-COMPANY"" в городе Костанай'}";Услуги по обслуживанию охранной тревожной сигнализации;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;75000.00;{'nameRu': 'Услуга'}
011140001828/230044/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Парус-КАЗ""'}";"Обслуживание программного продукта &quot;Парус-КАЗ.Бюджет&quot; (Тарификация)";{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;60684.00;{'nameRu': 'Услуга'}
011140001828/230043/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Парус-КАЗ""'}";"Установка программного продукта &quot;Парус-КАЗ.Бюджет&quot; (Тарификация)";{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;150000.00;{'nameRu': 'Услуга'}
011140001828/230042/00;{'nameRu': 'Раяна'};Лопата для отчисти снега (большая пластиковая);{'nameRu': 'Запрос ценовых предложений'};0.00;5714.00;{'nameRu': 'Товар'}
011140001828/230041/00;{'nameRu': 'ИП МИРОНОВА ДАРЬЯ ВЛАДИМИРОВНА'};Щетка стеклоочистителя;{'nameRu': 'Запрос ценовых предложений'};2919.64;3270.00;{'nameRu': 'Товар'}
011140001828/230040/00;{'nameRu': 'ИП Кожуров С.М.'};Авто запчасти (колодки, фильтр,масло);{'nameRu': 'Запрос ценовых предложений'};50869.64;56974.00;{'nameRu': 'Товар'}
011140001828/230039/00;{'nameRu': 'D-company'};Хозяйственные товары (мыло,полотенце,мешок для мусора);{'nameRu': 'Запрос ценовых предложений'};52290.00;52290.00;{'nameRu': 'Товар'}
011140001828/230038/00;{'nameRu': 'ИП Қалау'};Запасные части для автомобиля (фильтр,огнетушитель,аптечка);{'nameRu': 'Запрос ценовых предложений'};0.00;10055.00;{'nameRu': 'Товар'}
011140001828/230037/00;"{'nameRu': 'ТОО ""СтройПроект 2022""'}";Работы по установке/монтажу/демонтажу оборудования и инструментов предназначенного для людей с ограниченными возможностями (инвалидов);{'nameRu': 'Запрос ценовых предложений'};0.00;3128676.00;{'nameRu': 'Работа'}
011140001828/230036/00;{'nameRu': 'ИП Кожуров С.М.'};Антифриз;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;3920.00;{'nameRu': 'Товар'}
011140001828/230035/00;{'nameRu': 'ИП ЕЭС'};Хозяйственные товары (лопаты);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};15800.00;15800.00;{'nameRu': 'Товар'}
011140001828/230034/00;{'nameRu': 'D-company'};Хозяйственные товары;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;120595.34;{'nameRu': 'Товар'}
011140001828/230033/00;"{'nameRu': 'ГКП ""Таза Ұзынкөл"" акимата Узункольского района""'}";Услуги по вывозу, приему и захоронению ТБО шлака, эмиссия по ТБО и шлаку.;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};233415.00;233415.00;{'nameRu': 'Услуга'}
011140001828/230032/00;"{'nameRu': 'КГП ""Узункольская районная больница» Управления здравоохранения акимата Костанайской области'}";Услуги по медицинскому осмотру персонала;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;86000.00;{'nameRu': 'Услуга'}
