contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
060640007138/230015/02;"{'nameRu': 'ТОО ""Аулиеколь-сервис""'}";Вывоз ТБО;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;161281.12;{'nameRu': 'Услуга'}
060640007138/230014/02;"{'nameRu': 'ТОО ""Аулиеколь-сервис""'}";Захоронение ТБО;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};138489.00;190192.68;{'nameRu': 'Услуга'}
060640007138/230057/00;{'nameRu': 'Ареал-СТ'};точильный станок (точило);{'nameRu': 'Запрос ценовых предложений'};0.00;31200.00;{'nameRu': 'Товар'}
060640007138/230056/00;"{'nameRu': 'ИП ""UDAV""'}";работы по монтажу кондиционера;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};45000.00;45000.00;{'nameRu': 'Услуга'}
060640007138/230055/00;{'nameRu': 'Балгын'};акустическая система;{'nameRu': 'Запрос ценовых предложений'};295110.00;295110.00;{'nameRu': 'Товар'}
060640007138/230054/00;{'nameRu': 'IG-Service'};зарядное устройство для ноутбука;{'nameRu': 'Запрос ценовых предложений'};25400.00;25400.00;{'nameRu': 'Товар'}
060640007138/230053/00;{'nameRu': 'ИП Насырова'};SSD диски (не менее 500 Gb);{'nameRu': 'Запрос ценовых предложений'};59996.00;59996.00;{'nameRu': 'Товар'}
060640007138/230052/00;"{'nameRu': 'ТОО ""IT-ARSENAL""'}";мышки для компьютера;{'nameRu': 'Электронный магазин'};15000.00;16800.00;{'nameRu': 'Товар'}
060640007138/230051/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-92 в талонах;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};109816.07;122994.00;{'nameRu': 'Товар'}
060640007138/230050/00;"{'nameRu': 'ТОО ""IT-ARSENAL""'}";мышки для компьютера;{'nameRu': 'Электронный магазин'};6635.00;7431.20;{'nameRu': 'Товар'}
060640007138/230049/01;{'nameRu': 'Power'};USB Flash карта eToken Pro Java 72K;{'nameRu': 'Электронный магазин'};17648.00;19765.76;{'nameRu': 'Товар'}
060640007138/230049/00;{'nameRu': 'Power'};USB Flash карта eToken Pro Java 72K;{'nameRu': 'Электронный магазин'};0.00;19765.76;{'nameRu': 'Товар'}
060640007138/230047/01;"{'nameRu': 'ТОО ""СИЛА ВОЛИ - КҮШ ЖІГЕР""'}";Шкаф-стеллаж для документов со стеклянными дверями;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};120000.00;134400.00;{'nameRu': 'Товар'}
060640007138/230014/01;"{'nameRu': 'ТОО ""Аулиеколь-сервис""'}";Захоронение ТБО;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};138489.00;184653.00;{'nameRu': 'Услуга'}
060640007138/230015/01;"{'nameRu': 'ТОО ""Аулиеколь-сервис""'}";Вывоз ТБО;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;144001.00;{'nameRu': 'Услуга'}
060640007138/230048/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-92 в талонах;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};73196.43;81980.00;{'nameRu': 'Товар'}
060640007138/230047/00;"{'nameRu': 'ТОО ""СИЛА ВОЛИ - КҮШ ЖІГЕР""'}";Шкаф-стеллаж для документов со стеклянными дверями;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;134400.00;{'nameRu': 'Товар'}
060640007138/230046/00;"{'nameRu': 'ТОО ""EXPOTEX Taraz LTD""'}";манишка;{'nameRu': 'Запрос ценовых предложений'};40000.00;44800.00;{'nameRu': 'Товар'}
060640007138/230045/00;"{'nameRu': 'ИП ""Vid""'}";Определение оценочной стоимости;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};109000.00;109000.00;{'nameRu': 'Услуга'}
060640007138/230044/00;"{'nameRu': 'Индивидуальный предприниматель ""ОВСЮК ЮЛИЯ АЛЕКСАНДРОВНА""'}";"услуги по посадке и уходу за рассадой &quot;Петунии&quot;";{'nameRu': 'Из одного источника по несостоявшимся закупкам'};60000.00;60000.00;{'nameRu': 'Услуга'}
060640007138/230036/01;"{'nameRu': 'ИП ""Фортуна""'}";Стол;{'nameRu': 'Запрос ценовых предложений'};80000.00;80000.00;{'nameRu': 'Товар'}
060640007138/230043/00;"{'nameRu': 'Общественное объединение ""Общество инвалидов ""ZANGAR-ТЕХ""'}";Комплект постельного белья из ткани хлопок, размер пододеяльника 143*210 см, размер простыни 200 см, размер наволочек 70*70 см;{'nameRu': 'Запрос ценовых предложений'};129600.00;129600.00;{'nameRu': 'Товар'}
060640007138/230042/00;"{'nameRu': 'ИП ""Саят""'}";Шкаф медицинский со стеклом для хранения инструментов и медикаментов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};129700.00;145264.00;{'nameRu': 'Товар'}
060640007138/230041/00;{'nameRu': 'НИЯЗОВА ЖАНАР'};услуги по техническому осмотру транспортных средств;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};3500.00;3500.00;{'nameRu': 'Услуга'}
060640007138/230040/00;"{'nameRu': 'ИП ""Омарова Н.Т.""'}";мячи для мини-футбола;{'nameRu': 'Запрос ценовых предложений'};19160.00;19160.00;{'nameRu': 'Товар'}
060640007138/230039/00;{'nameRu': 'ИП КУЛИКОВСКАЯ ИРИНА ПЕТРОВНА'};хозтовары;{'nameRu': 'Электронный магазин'};11000.00;11000.00;{'nameRu': 'Товар'}
060640007138/230038/00;{'nameRu': 'ИП Мусагалиев'};туалетная бумага;{'nameRu': 'Электронный магазин'};6360.00;6360.00;{'nameRu': 'Товар'}
060640007138/230037/00;{'nameRu': 'ИП КУЛИКОВСКАЯ ИРИНА ПЕТРОВНА'};мусорные пакеты;{'nameRu': 'Электронный магазин'};3500.00;3500.00;{'nameRu': 'Товар'}
060640007138/230036/00;"{'nameRu': 'ИП ""Фортуна""'}";Стол;{'nameRu': 'Запрос ценовых предложений'};0.00;80000.00;{'nameRu': 'Товар'}
060640007138/230035/00;{'nameRu': 'Сезім'};Кушетка медицинская, процедурная;{'nameRu': 'Запрос ценовых предложений'};38500.00;38500.00;{'nameRu': 'Товар'}
060640007138/230034/00;"{'nameRu': 'АО ""Страховая Компания ""Сентрас Иншуранс""'}";услуги по страхованию гражданско-правовой ответственности владельцев автомобильного транспорта;{'nameRu': 'Запрос ценовых предложений'};28210.94;28210.94;{'nameRu': 'Услуга'}
060640007138/230033/00;"{'nameRu': 'ИП ""i-tex""'}";ноутбук;{'nameRu': 'Запрос ценовых предложений'};188800.00;188800.00;{'nameRu': 'Товар'}
060640007138/230032/00;{'nameRu': 'ИП Алиева Оксана Анатольевна'};кровать металлическая с каркасом;{'nameRu': 'Запрос ценовых предложений'};786000.00;786000.00;{'nameRu': 'Товар'}
060640007138/230031/00;"{'nameRu': 'ТОО ""ПЛЮСМИКРО ПЕТРОПАВЛОВСК""'}";системный блок;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};156000.00;174720.00;{'nameRu': 'Товар'}
060640007138/230030/00;"{'nameRu': 'индивидуальный предприниматель ""Смоляр Любовь Анатольевна""'}";Бумага для офисного оборудования;{'nameRu': 'Запрос ценовых предложений'};120000.00;120000.00;{'nameRu': 'Товар'}
060640007138/230029/00;"{'nameRu': 'Индивидуальный предприниматель"" Крампец Тамара Ивановна ""'}";Масло моторное всесезонное 5W40, 5 литров;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};5000.00;5000.00;{'nameRu': 'Товар'}
060640007138/230028/00;{'nameRu': 'ИП ARSENAL'};запчасти;{'nameRu': 'Запрос ценовых предложений'};71372.00;71372.00;{'nameRu': 'Товар'}
060640007138/230027/00;{'nameRu': 'ИП Кожуров С.М.'};запчасти;{'nameRu': 'Запрос ценовых предложений'};27411.00;30700.32;{'nameRu': 'Товар'}
060640007138/230026/00;{'nameRu': 'ИП МИРОНОВА ДАРЬЯ ВЛАДИМИРОВНА'};запчасти;{'nameRu': 'Запрос ценовых предложений'};58030.00;64993.60;{'nameRu': 'Товар'}
060640007138/230025/00;{'nameRu': 'ИП Буровин С.А.'};запчасти;{'nameRu': 'Запрос ценовых предложений'};43552.00;48778.24;{'nameRu': 'Товар'}
060640007138/230024/00;{'nameRu': 'Avam'};Услуги по информационной поддержке сайтов;{'nameRu': 'Запрос ценовых предложений'};0.00;39000.00;{'nameRu': 'Услуга'}
060640007138/230012/01;"{'nameRu': 'ТОО ""Костанайский ЭнергоЦентр""'}";Электроэнергия;{'nameRu': 'Из одного источника путем прямого заключения договора'};57534.84;346752.00;{'nameRu': 'Товар'}
060640007138/230023/00;"{'nameRu': 'ТОО ""Костанайский ЭнергоЦентр""'}";Электроэнергия;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;282304.15;{'nameRu': 'Товар'}
060640007138/230022/00;"{'nameRu': 'АО ""Национальные информационные технологии""'}";услуги по регистрации доменного имени;{'nameRu': 'Из одного источника путем прямого заключения договора'};7321.43;8200.00;{'nameRu': 'Услуга'}
060640007138/230009/01;"{'nameRu': 'ТОО ""Websoft Qazaqstan""'}";Услуги по информационной поддержке сайтов;{'nameRu': 'Из одного источника путем прямого заключения договора'};25700.00;101600.00;{'nameRu': 'Услуга'}
060640007138/230021/00;"{'nameRu': 'ТОО ""Kst trade""'}";Бензин АИ-92 в талонах;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};83482.14;93500.00;{'nameRu': 'Товар'}
060640007138/230020/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги по доступу Интернет;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};0.00;816464.00;{'nameRu': 'Услуга'}
