contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
020240000248/230197/00;"{'nameRu': 'ТОО ""Услуга-17""'}";Услуги по аренде спецтехники с водителем (фронтальный погрузчик 1,8м3) 100 часов;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1200000.00;{'nameRu': 'Услуга'}
020240000248/230194/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Asia bastau parts""'}";Услуги по аренде спецтехники с водителем  (фронтальный погрузчик 1,8м3) 100 часов;{'nameRu': 'Запрос ценовых предложений'};0.00;925014.00;{'nameRu': 'Услуга'}
020240000248/230193/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Asia bastau parts""'}";Услуги по аренде спецтехники с водителем  (фронтальный погрузчик 1,8 куб) 100 часов;{'nameRu': 'Запрос ценовых предложений'};0.00;925014.00;{'nameRu': 'Услуга'}
020240000248/230191/00;{'nameRu': 'ИП ЖУСУПОВ РУСЛАН САРСЕНБАЕВИЧ'};Услуги по аренде спецтехники с водителем;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;420000.00;{'nameRu': 'Услуга'}
020240000248/230190/00;{'nameRu': 'ИП КОШКЕНБАЕВА'};Работы по внутренней отделке помещения;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1008000.00;{'nameRu': 'Работа'}
020240000248/230189/00;"{'nameRu': 'ТОО ""Kst trade""'}";Приобретение талонов (номинал по 10 литров) бензина и дизельного топлива;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;4998600.00;{'nameRu': 'Товар'}
020240000248/230188/00;{'nameRu': 'БЕРНИК ВИТАЛИЙ ВИКТОРОВИЧ'};"Приобретение смесителя &quot;Центр Сантехники Крест &quot;Елочка&quot; ЦС-СМ 25К М, хром&quot;";{'nameRu': 'Электронный магазин'};0.00;11804.80;{'nameRu': 'Товар'}
020240000248/230187/00;{'nameRu': 'ИП ТЫЩЕНКО ЕЛЕНА БОРИСОВНА'};Приобретение молока;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;18900.00;{'nameRu': 'Товар'}
020240000248/230185/00;"{'nameRu': 'ТОО ""Алтын Консалтинг""'}";Приобретение бензопил марки Зубр ПБЦ-М62-50;{'nameRu': 'Электронный магазин'};0.00;167942.97;{'nameRu': 'Товар'}
020240000248/230184/00;{'nameRu': 'ИП САТВАЛДИНОВА'};Работы по ремонту автотранспортных средств;{'nameRu': 'Запрос ценовых предложений'};0.00;775000.00;{'nameRu': 'Работа'}
020240000248/230125/01;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Capital SB""'}";Приобретение металла листового;{'nameRu': 'Запрос ценовых предложений'};630000.00;705600.00;{'nameRu': 'Товар'}
020240000248/230183/00;{'nameRu': 'Oil Центр'};Приобретение ГСМ и охлаждающих материалов для автомобилей и спецтехники;{'nameRu': 'Запрос ценовых предложений'};0.00;584180.80;{'nameRu': 'Товар'}
020240000248/230182/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""Северный регион 2030 KZ""'}";Приобретение автошин на спецтехнику;{'nameRu': 'Запрос ценовых предложений'};0.00;1222592.00;{'nameRu': 'Товар'}
020240000248/230181/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""КосДинКом""'}";Приобретение автошин на спецтехнику;{'nameRu': 'Запрос ценовых предложений'};0.00;174720.00;{'nameRu': 'Товар'}
020240000248/230180/00;{'nameRu': 'ИП ТИРЯННИК С.В.'};Приобретение запасных частей для работы спецтехники;{'nameRu': 'Запрос ценовых предложений'};0.00;156576.00;{'nameRu': 'Товар'}
020240000248/230179/00;"{'nameRu': 'ИП ""Holiday Plastic""'}";Приобретение соли технической;{'nameRu': 'Запрос ценовых предложений'};0.00;560000.00;{'nameRu': 'Товар'}
020240000248/230178/00;"{'nameRu': 'ТОО ""КазШинSnab""'}";Приобретение автошин на спецтехнику;{'nameRu': 'Запрос ценовых предложений'};0.00;1766401.28;{'nameRu': 'Товар'}
020240000248/230177/00;"{'nameRu': 'КХ ""Остапюк""'}";Услуги по аренде спецтехники с водителем;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;1500000.00;{'nameRu': 'Услуга'}
