contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
990740003466/230091/00;{'nameRu': 'ИП ПОЛИШЕВСКИЙ НИКОЛАЙ СЕРГЕЕВИЧ'};Удлинитель;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;14040.00;{'nameRu': 'Товар'}
990740003466/230089/00;"{'nameRu': 'ЖК ""АЛЕНОВ АСКАР КАРАБАЕВИЧ""'}";Средство дезинфицирующее;{'nameRu': 'Запрос ценовых предложений'};0.00;11890.00;{'nameRu': 'Товар'}
990740003466/230088/00;{'nameRu': 'ИП Мырзахан'};Работы по изготовлению печатных форм/печатей/трафаретов;{'nameRu': 'Запрос ценовых предложений'};0.00;6990.00;{'nameRu': 'Работа'}
990740003466/230087/00;"{'nameRu': 'ТОО ""RS Solutions""'}";Услуги по предоставлению доступа к информационным ресурсам (сертификация пользователей, получение доступа и др.);{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;36500.00;{'nameRu': 'Услуга'}
990740003466/230062/01;"{'nameRu': 'Костанайский филиал АО ""Национальный центр экспертизы и сертификации""'}";Услуги по поверке средств измерений;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};98214.29;110000.00;{'nameRu': 'Услуга'}
990740003466/230086/00;{'nameRu': 'ИП ТЫЩЕНКО ЕЛЕНА БОРИСОВНА'};Молочная продукция;{'nameRu': 'Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся'};52559.08;847723.70;{'nameRu': 'Товар'}
990740003466/230085/00;{'nameRu': 'ИП Урынбаев Нурлан Тулегенович'};Капуста свежая, белокочанная;{'nameRu': 'Конкурс по приобретению товаров, связанных с обеспечением питания воспитанников и обучающихся'};1812.11;165005.00;{'nameRu': 'Товар'}
990740003466/230084/00;{'nameRu': 'ИП ШЕРЕПИТКО ВЛАДИМИР ЕВГЕНЬЕВИЧ'};Работы по ремонту/модернизации промышленного холодильного оборудования;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};55000.00;55000.00;{'nameRu': 'Работа'}
990740003466/230083/00;"{'nameRu': '""ALMA TOWN PRINT""'}";Картриджи для офисного оборудования;{'nameRu': 'Запрос ценовых предложений'};45440.00;50892.80;{'nameRu': 'Товар'}
990740003466/230082/00;{'nameRu': 'ИП КАИРБЕКОВ ДАМИР ЖЕНИСОВИЧ'};Услуги по техническому обслуживанию электрического, электрораспределительного/регулирующего оборудования и аналогичной аппаратуры;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};135000.00;135000.00;{'nameRu': 'Услуга'}
990740003466/230081/00;"{'nameRu': 'ИП ""INFO TIME""'}";Видеорегистратор;{'nameRu': 'Запрос ценовых предложений'};157000.00;157000.00;{'nameRu': 'Товар'}
990740003466/230080/00;{'nameRu': 'ИП MAD-NAZ'};Прожектор светодиодный, мощность 600 Вт;{'nameRu': 'Запрос ценовых предложений'};73425.00;73425.00;{'nameRu': 'Товар'}
990740003466/230079/00;{'nameRu': 'ИП Токмурзаева'};Туалетная бумага;{'nameRu': 'Электронный магазин'};36000.00;36000.00;{'nameRu': 'Товар'}
990740003466/230078/00;{'nameRu': 'ИП ИВАНОВА ВАЛЕНТИНА НИКОЛАЕВНА'};Хлеб Семечко;{'nameRu': 'Из одного источника путем прямого заключения договора по питанию обучающихся'};19140.00;41250.00;{'nameRu': 'Товар'}
990740003466/230077/00;{'nameRu': 'ИП Мазкенова'};Мыло туалетное, жидкое 5 л;{'nameRu': 'Запрос ценовых предложений'};14230.00;14230.00;{'nameRu': 'Товар'}
990740003466/230076/00;{'nameRu': 'ИП Раушан'};Средство чистящее;{'nameRu': 'Электронный магазин'};13500.00;13500.00;{'nameRu': 'Товар'}
990740003466/230075/00;{'nameRu': 'ИП Раушан'};Мыло хозяйственное;{'nameRu': 'Электронный магазин'};39300.00;39300.00;{'nameRu': 'Товар'}
990740003466/230074/00;"{'nameRu': 'Товарищество с ограниченной ответственностью ""БАРС-2018""'}";Хоз. товары;{'nameRu': 'Электронный магазин'};65799.71;73695.68;{'nameRu': 'Товар'}
990740003466/230073/00;{'nameRu': 'АСУР'};Мешок для строительного, уличного мусора из полипропилена, зеленые;{'nameRu': 'Электронный магазин'};17100.00;17100.00;{'nameRu': 'Товар'}
990740003466/230071/00;"{'nameRu': 'ТОО ""Samruk Tekstil""'}";Государственный флаг Р.К.;{'nameRu': 'Электронный магазин'};36160.71;40500.00;{'nameRu': 'Товар'}
990740003466/230069/00;"{'nameRu': 'ТОО ""Охранное агентство ""Іскер""'}";Услуги специализированной физической охраны объекта и территории,в том числе уязвимых в  террористическом отношении.;{'nameRu': 'Открытый конкурс'};642857.14;1800000.00;{'nameRu': 'Услуга'}
