contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
090140000376/230037/00;{'nameRu': 'ИП Мир'};Офисная бумага А4;{'nameRu': 'Запрос ценовых предложений'};0.00;63500.00;{'nameRu': 'Товар'}
090140000376/230036/00;{'nameRu': 'ИП  ЕЛЬГЕЛДИЕВА  АЙГУЛЬ  ШАХМУРАТОВНА'};Подушки спальные;{'nameRu': 'Запрос ценовых предложений'};0.00;88000.00;{'nameRu': 'Товар'}
090140000376/230035/00;{'nameRu': 'ИП Нуримов'};Салфетки;{'nameRu': 'Запрос ценовых предложений'};0.00;13000.00;{'nameRu': 'Товар'}
090140000376/230034/00;{'nameRu': 'ИП ШАНС'};Бумага А4;{'nameRu': 'Запрос ценовых предложений'};0.00;52500.00;{'nameRu': 'Товар'}
090140000376/230033/00;"{'nameRu': 'ТОО ""BKS ZHOSPAR""'}";Чернила для картриджа;{'nameRu': 'Запрос ценовых предложений'};0.00;17400.00;{'nameRu': 'Товар'}
090140000376/230032/00;{'nameRu': 'АЙТЫМОВА'};Постельное белье;{'nameRu': 'Запрос ценовых предложений'};0.00;66000.00;{'nameRu': 'Товар'}
090140000376/230031/00;{'nameRu': 'ИП Каміл'};Подушки;{'nameRu': 'Запрос ценовых предложений'};0.00;68000.00;{'nameRu': 'Товар'}
090140000376/230030/00;{'nameRu': 'ИП JGJ'};Кастрюля;{'nameRu': 'Запрос ценовых предложений'};0.00;17997.00;{'nameRu': 'Товар'}
090140000376/230029/00;{'nameRu': 'ИП Рысбекова Жаннат'};Ложки;{'nameRu': 'Запрос ценовых предложений'};0.00;11840.00;{'nameRu': 'Товар'}
090140000376/230028/00;{'nameRu': 'SALIM'};Вилки;{'nameRu': 'Запрос ценовых предложений'};0.00;5840.00;{'nameRu': 'Товар'}
090140000376/230027/00;{'nameRu': 'ИП Есалы'};Хлебница;{'nameRu': 'Запрос ценовых предложений'};0.00;5960.00;{'nameRu': 'Товар'}
090140000376/230026/00;{'nameRu': 'ИП ТАРАСОВА ОКСАНА ЮРЬЕВНА'};Казан;{'nameRu': 'Запрос ценовых предложений'};0.00;24000.00;{'nameRu': 'Товар'}
090140000376/230025/00;{'nameRu': 'BD-Group'};Таз;{'nameRu': 'Запрос ценовых предложений'};0.00;3998.00;{'nameRu': 'Товар'}
090140000376/230024/00;{'nameRu': 'ИП КУДАРОВ ЖАНИБЕК МОЛДАШЕВИЧ'};Набор ножей;{'nameRu': 'Запрос ценовых предложений'};0.00;6800.00;{'nameRu': 'Товар'}
090140000376/230023/00;{'nameRu': 'ИП Нуримов'};Канцелярия;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;35218.00;{'nameRu': 'Товар'}
090140000376/230022/00;"{'nameRu': 'ТОО ""Костанайское учебно-производственное предприятие общественного объединения ""Казахское общество слепых""'}";Матрац,одеяло;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;246400.00;{'nameRu': 'Товар'}
