contractNumberSys;Supplier;descriptionRu;FaktTradeMethods;faktSum;contractSumWnds;RefSubjectType
120140009102/230018/00;{'nameRu': 'ИП МУФТАНДИНОВ А.В.'};Заправка картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};10000.00;18000.00;{'nameRu': 'Услуга'}
120140009102/230017/00;{'nameRu': 'Incom'};Приобретение канцелярских принадлежностей;{'nameRu': 'Запрос ценовых предложений'};9035.00;9035.00;{'nameRu': 'Товар'}
120140009102/230016/00;{'nameRu': 'KLEVER'};Приобретение канцелярских принадлежностей;{'nameRu': 'Запрос ценовых предложений'};0.00;6692.00;{'nameRu': 'Товар'}
120140009102/230015/00;"{'nameRu': 'ТОО ""CIFRTECH""'}";Приобретение системных блоков;{'nameRu': 'Конкурс с предварительным квалификационным отбором'};1196000.00;1339520.00;{'nameRu': 'Товар'}
120140009102/230014/00;{'nameRu': 'Харченко Геннадий Демьянович'};Хозяйственные материалы;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};9480.00;9480.00;{'nameRu': 'Товар'}
120140009102/230013/00;{'nameRu': 'Харченко Геннадий Демьянович'};Канцелярские принадлежности;{'nameRu': 'Запрос ценовых предложений'};12830.00;12830.00;{'nameRu': 'Товар'}
120140009102/230012/00;"{'nameRu': 'ТОО ""Казах Кенсе""'}";Бумага для офисного оборудования;{'nameRu': 'Запрос ценовых предложений'};42425.00;47516.00;{'nameRu': 'Товар'}
120140009102/230011/01;"{'nameRu': 'ТОО ""Первый Бит Костанай""'}";Оплата прочих услуг и работ - 1С: Предприятие 8 «Бухгалтерский учет для государственных учреждений Казахстана»;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};82500.00;123200.00;{'nameRu': 'Услуга'}
120140009102/230011/00;"{'nameRu': 'ТОО ""Первый Бит Костанай""'}";Оплата прочих услуг и работ - 1С: Предприятие 8 «Бухгалтерский учет для государственных учреждений Казахстана»;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};0.00;257600.00;{'nameRu': 'Услуга'}
120140009102/230010/00;{'nameRu': 'ИП МУФТАНДИНОВ А.В.'};Услуги по заправке картриджей;{'nameRu': 'Из одного источника по несостоявшимся закупкам'};25500.00;25500.00;{'nameRu': 'Услуга'}
120140009102/230009/00;"{'nameRu': 'ТОО ""СОЦСЕРВИС""'}";Оплата прочих услуг и работ - вывоз мусора, твердо-бытовых отходов;{'nameRu': 'Запрос ценовых предложений'};0.00;21278.88;{'nameRu': 'Услуга'}
120140009102/230008/00;"{'nameRu': 'Костанайский областной филиал №229900 Акционерного общества ""Народный сберегательный банк Казахстана""'}";финансовые услуги;{'nameRu': 'Из одного источника путем прямого заключения договора'};0.00;30000.00;{'nameRu': 'Услуга'}
120140009102/230007/00;{'nameRu': 'ГКП «Житикаракоммунэнерго» ГУ «Отдел жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции акимата Житикаринского района»'};Услуги по горячему,холодному водоснабжению с использованием систем централизованного горячего, холодного водоснабжения, по удалению сточных вод;{'nameRu': 'Из одного источника путем прямого заключения договора'};16467.34;115785.45;{'nameRu': 'Услуга'}
120140009102/230006/00;{'nameRu': 'ГКП «Житикаракоммунэнерго» ГУ «Отдел жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции акимата Житикаринского района»'};Услуги по передаче/распределению электроэнергии;{'nameRu': 'Из одного источника путем прямого заключения договора'};45024.13;134964.75;{'nameRu': 'Услуга'}
120140009102/230005/00;{'nameRu': 'ГКП «Житикаракоммунэнерго» ГУ «Отдел жилищно-коммунального хозяйства, пассажирского транспорта, автомобильных дорог и жилищной инспекции акимата Житикаринского района»'};Услуги по распределению горячей воды (тепловой энергии) на коммунально-бытовые нужды;{'nameRu': 'Из одного источника путем прямого заключения договора'};114261.93;226813.79;{'nameRu': 'Услуга'}
120140009102/230002/00;"{'nameRu': 'АО ""Казахтелеком""'}";Услуги интернет;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};150500.13;288960.00;{'nameRu': 'Услуга'}
120140009102/230001/00;"{'nameRu': 'АО ""Казахтелеком""'}";Абонентная плата за телефоны, междугородние переговоры, сотовая связь;{'nameRu': 'Второй этап конкурса с использованием рамочного соглашения'};7940.79;24640.00;{'nameRu': 'Услуга'}
